id_camino,id_in_seq,current_state,goal_state,out_action,timesteps
13,2,"[761.4795774648863, -324.84908985660763, 6.001637899091313, 0.15744949247516335, -1.0412836461155408, -0.05648064367446829]","[1650.272520756789, -552.1406954828466, 2.78132694004093, 0.08392994386352942, -0.12730965201411126, 0.0025859542448000853]",1,378.4146974946769
14,0,"[0, 0, 1, 0, 0, 0]","[1773.2893535508574, -373.2768413492023, 1.3157708810536082, 0.04668632344904876, 0.4283805679729771, 0.04416936561732946]",20,378.4146974946769
14,1,"[475.7263505971204, -23.4968915086083, 0.8835992900346865, 0.28584561686152615, 0.011800634369868227, -0.06944515422534021]","[1773.2893535508574, -373.2768413492023, 1.3157708810536082, 0.04668632344904876, 0.4283805679729771, 0.04416936561732946]",7,378.4146974946769
14,2,"[597.6863090247822, -164.89824203610226, 4.3620811974882985, 0.14488255136019598, -1.0082380987414572, -0.057335392828997155]","[1773.2893535508574, -373.2768413492023, 1.3157708810536082, 0.04668632344904876, 0.4283805679729771, 0.04416936561732946]",1,378.4146974946769
14,3,"[1598.689041513774, -422.5234688966301, 2.5023370389875788, 0.08651247758054471, -0.08574287571401379, 0.0005314239675281558]","[1773.2893535508574, -373.2768413492023, 1.3157708810536082, 0.04668632344904876, 0.4283805679729771, 0.04416936561732946]",24,378.4146974946769
15,0,"[0, 0, 1, 0, 0, 0]","[1988.5945094274373, -31.09117139738608, 1.4606890390748948, 0.17324860734344955, -0.22342371388351964, 0.009320124999900842]",29,378.4146974946769
15,1,"[1190.058264192526, 12.877401032552461, 3.6997767633297296, 0.18736331889569982, -0.048750307886911544, -0.05309844262468179]","[1988.5945094274373, -31.09117139738608, 1.4606890390748948, 0.17324860734344955, -0.22342371388351964, 0.009320124999900842]",2,378.4146974946769
15,2,"[1881.2838181280329, -32.17432941941901, 2.0015440961705253, 0.11628321640418222, -0.035608187374466686, 0.002922283464385076]","[1988.5945094274373, -31.09117139738608, 1.4606890390748948, 0.17324860734344955, -0.22342371388351964, 0.009320124999900842]",5,378.4146974946769
16,0,"[0, 0, 1, 0, 0, 0]","[1934.4339901037201, 142.12920900952133, 2.1934769120870063, -0.005370130576715519, 0.01613051668608046, 0.05377379100781724]",16,378.4146974946769
16,1,"[855.4820158348386, 1.5888738691776723, 1.9347421324553293, 0.20327946863855656, 0.3590744756281868, -0.05523406628839869]","[1934.4339901037201, 142.12920900952133, 2.1934769120870063, -0.005370130576715519, 0.01613051668608046, 0.05377379100781724]",23,378.4146974946769
16,2,"[1716.8972390467338, 86.68247626490859, 2.5476812859519886, 0.21152870564243068, 0.37204527710573426, -0.053032880239901894]","[1934.4339901037201, 142.12920900952133, 2.1934769120870063, -0.005370130576715519, 0.01613051668608046, 0.05377379100781724]",30,378.4146974946769
17,0,"[0, 0, 1, 0, 0, 0]","[1991.3603921983156, -433.303775944515, 0.9948651998130749, 0.19228878444482944, -0.025060025543221884, -0.015640868209894288]",19,378.4146974946769
17,1,"[535.3258304576225, -13.417216627478174, 1.2467101800317468, 0.24414675792570573, 0.42569496160111236, -0.05232134767274729]","[1991.3603921983156, -433.303775944515, 0.9948651998130749, 0.19228878444482944, -0.025060025543221884, -0.015640868209894288]",7,378.4146974946769
17,2,"[712.299948930351, -176.3956943379082, 4.641417800072349, 0.11079567225886529, -1.0357093497506742, -0.0375632594310774]","[1991.3603921983156, -433.303775944515, 0.9948651998130749, 0.19228878444482944, -0.025060025543221884, -0.015640868209894288]",1,378.4146974946769
17,3,"[1718.5889625629866, -435.4392859696313, 2.4930602015415984, 0.08663332021195305, -0.08093189724049872, 0.00045744520305379297]","[1991.3603921983156, -433.303775944515, 0.9948651998130749, 0.19228878444482944, -0.025060025543221884, -0.015640868209894288]",4,378.4146974946769
18,0,"[0, 0, 1, 0, 0, 0]","[1836.2629444068427, -236.63851681126494, 1.2772630478179718, 0.1851498342530194, 0.11775124544691319, -0.007994233067991362]",8,378.4146974946769
18,1,"[1099.8322064072456, -201.42775169904294, 3.191244688488466, 0.18857901870956953, -0.1415200119021767, -0.049976756669608866]","[1836.2629444068427, -236.63851681126494, 1.2772630478179718, 0.1851498342530194, 0.11775124544691319, -0.007994233067991362]",3,378.4146974946769
18,2,"[1692.636057291516, -224.07884030808376, 1.297785254267388, 0.15118536546041805, 0.027999916750870324, -0.004642536226501696]","[1836.2629444068427, -236.63851681126494, 1.2772630478179718, 0.1851498342530194, 0.11775124544691319, -0.007994233067991362]",13,378.4146974946769
19,0,"[0, 0, 1, 0, 0, 0]","[2047.7904681338318, -181.63893175889908, 1.5052689776314974, 0.12965483878692277, -0.063266347685751, 0.023610937518092075]",2,378.4146974946769
19,1,"[669.1997063306001, -95.64383125719326, 1.6894554012413938, 0.12209118068908624, -0.024539620129299368, -0.001610730136986043]","[2047.7904681338318, -181.63893175889908, 1.5052689776314974, 0.12965483878692277, -0.063266347685751, 0.023610937518092075]",3,378.4146974946769
19,2,"[1234.4239659418272, -144.80316010878806, 1.4758135285289145, 0.1446267846346334, 0.014220572689180807, -0.0003817290052557149]","[2047.7904681338318, -181.63893175889908, 1.5052689776314974, 0.12965483878692277, -0.063266347685751, 0.023610937518092075]",3,378.4146974946769
19,3,"[1796.956502431166, -198.14484447512567, 1.4935472907238883, 0.14415889069140583, 0.00027438518244102207, -9.32619333682996e-07]","[2047.7904681338318, -181.63893175889908, 1.5052689776314974, 0.12965483878692277, -0.063266347685751, 0.023610937518092075]",25,378.4146974946769
20,0,"[0, 0, 1, 0, 0, 0]","[1889.1075936517273, -321.2614703910168, 1.8191723901950776, 0.11908256151775105, -0.06023125452599118, 0.00037930863566804204]",1,378.4146974946769
20,1,"[871.6584082737479, -218.96540110494502, 2.5382788578932645, 0.08544384351349288, -0.18326253989865432, 0.0009103407834252284]","[1889.1075936517273, -321.2614703910168, 1.8191723901950776, 0.11908256151775105, -0.06023125452599118, 0.00037930863566804204]",2,378.4146974946769
20,2,"[1555.6452032124653, -284.4124020417026, 1.8767944329329656, 0.1179636427337911, -0.07579751469112808, 0.0012211617633800104]","[1889.1075936517273, -321.2614703910168, 1.8191723901950776, 0.11908256151775105, -0.06023125452599118, 0.00037930863566804204]",2,378.4146974946769
21,0,"[0, 0, 1, 0, 0, 0]","[1936.1516869253383, -19.936838463241248, 1.5459332314911611, 0.14277181071995176, 0.014198194433562876, 0.0011411657083160473]",29,378.4146974946769
21,1,"[1190.058264192526, 12.877401032552461, 3.6997767633297296, 0.18736331889569982, -0.048750307886911544, -0.05309844262468179]","[1936.1516869253383, -19.936838463241248, 1.5459332314911611, 0.14277181071995176, 0.014198194433562876, 0.0011411657083160473]",4,378.4146974946769
21,2,"[1721.4648961328026, -0.10969463552452828, 1.5591469344414413, 0.1588104551085183, 0.059597743422200276, 0.006642686352721516]","[1936.1516869253383, -19.936838463241248, 1.5459332314911611, 0.14277181071995176, 0.014198194433562876, 0.0011411657083160473]",3,378.4146974946769
22,0,"[0, 0, 1, 0, 0, 0]","[1755.8134730305155, 173.21808511854258, 0.8347333303587431, 0.19935847911509913, 0.07942497835418336, -0.022404667291883604]",18,378.4146974946769
22,1,"[594.1619586397131, -22.682788913521126, 2.2158436295201587, 0.25147771347201087, 0.1895411531924279, -0.039919798955651065]","[1755.8134730305155, 173.21808511854258, 0.8347333303587431, 0.19935847911509913, 0.07942497835418336, -0.022404667291883604]",30,378.4146974946769
22,2,"[1472.8794756302664, 162.65728749771185, 2.1863482308335813, 0.19581113701056288, 0.3796501562974047, -0.05112264530212495]","[1755.8134730305155, 173.21808511854258, 0.8347333303587431, 0.19935847911509913, 0.07942497835418336, -0.022404667291883604]",11,378.4146974946769
23,0,"[0, 0, 1, 0, 0, 0]","[1886.1586584787447, 23.998261844256934, 0.8798460198780287, 0.07247389371474607, -0.47170838717476493, 0.005450481771616582]",4,378.4146974946769
23,1,"[495.67843612849117, -49.49751656684203, 1.3081845979602265, 0.164208140350529, 0.06230009573395152, 1.290015289318695e-05]","[1886.1586584787447, 23.998261844256934, 0.8798460198780287, 0.07247389371474607, -0.47170838717476493, 0.005450481771616582]",30,378.4146974946769
23,2,"[1365.5281547795937, 15.232488422413287, 2.8149888227662134, -0.08230794612550572, 1.0172427397304284, 0.06439978838562967]","[1886.1586584787447, 23.998261844256934, 0.8798460198780287, 0.07247389371474607, -0.47170838717476493, 0.005450481771616582]",21,378.4146974946769
23,3,"[1489.4742075878264, 8.858491666508245, 3.477561381510519, 0.1377967170587093, -1.0358170839938035, -0.051268247610108356]","[1886.1586584787447, 23.998261844256934, 0.8798460198780287, 0.07247389371474607, -0.47170838717476493, 0.005450481771616582]",16,378.4146974946769
24,0,"[0, 0, 1, 0, 0, 0]","[1843.026468704961, -78.24942378518615, 1.3120429522692367, 0.10000397373231867, 0.026677697778051547, 0.02542622238660145]",16,378.4146974946769
24,1,"[855.4820158348386, 1.5888738691776723, 1.9347421324553293, 0.20327946863855656, 0.3590744756281868, -0.05523406628839869]","[1843.026468704961, -78.24942378518615, 1.3120429522692367, 0.10000397373231867, 0.026677697778051547, 0.02542622238660145]",3,378.4146974946769
24,2,"[1405.8261707291028, -41.24597873198422, 1.414198056069849, 0.1466848335216451, -0.029295109873366382, -0.0018264101158876093]","[1843.026468704961, -78.24942378518615, 1.3120429522692367, 0.10000397373231867, 0.026677697778051547, 0.02542622238660145]",13,378.4146974946769
25,0,"[0, 0, 1, 0, 0, 0]","[2015.5065981432672, 181.4248372166703, 3.457045117702101, 0.1641473493315764, -0.208810505824942, -0.0301584277763293]",16,378.4146974946769
25,1,"[855.4820158348386, 1.5888738691776723, 1.9347421324553293, 0.20327946863855656, 0.3590744756281868, -0.05523406628839869]","[2015.5065981432672, 181.4248372166703, 3.457045117702101, 0.1641473493315764, -0.208810505824942, -0.0301584277763293]",30,378.4146974946769
25,2,"[1738.2595396138188, 148.73714678643816, 2.7203696575238925, 0.1964525972207121, 0.5574425013807194, -0.04559738903462789]","[2015.5065981432672, 181.4248372166703, 3.457045117702101, 0.1641473493315764, -0.208810505824942, -0.0301584277763293]",29,378.4146974946769
26,0,"[0, 0, 1, 0, 0, 0]","[1930.7386038212678, 127.03817534130037, 2.4646364814543227, 0.13953491428021345, -0.053590235110563975, -0.037365066286070905]",23,378.4146974946769
26,1,"[875.5712201496261, 52.15666468121016, 1.9206063573750132, 0.1951827509221929, 0.6554948851036803, -0.05562713203727342]","[1930.7386038212678, 127.03817534130037, 2.4646364814543227, 0.13953491428021345, -0.053590235110563975, -0.037365066286070905]",23,378.4146974946769
26,2,"[1709.0301407863562, 67.08951247813965, 3.1542496505086413, 0.2228216020384318, 0.47902570661675037, -0.049571244131263126]","[1930.7386038212678, 127.03817534130037, 2.4646364814543227, 0.13953491428021345, -0.053590235110563975, -0.037365066286070905]",22,378.4146974946769
27,0,"[0, 0, 1, 0, 0, 0]","[1795.0478700225792, -514.6576685147031, 2.4007191176992557, 0.08779872228108583, -0.058332672379341324, -0.0002756359602672208]",12,378.4146974946769
27,1,"[521.6991481966794, -36.3796854484542, 1.277150156224498, 0.23864948195191252, 0.18847543804666092, -0.043669766048718625]","[1795.0478700225792, -514.6576685147031, 2.4007191176992557, 0.08779872228108583, -0.058332672379341324, -0.0002756359602672208]",28,378.4146974946769
27,2,"[765.4102835809805, -278.60837390018963, 6.121123053012781, 0.21636839182049722, -1.0129286200741383, -0.08666523596955522]","[1795.0478700225792, -514.6576685147031, 2.4007191176992557, 0.08779872228108583, -0.058332672379341324, -0.0002756359602672208]",1,378.4146974946769
28,0,"[0, 0, 1, 0, 0, 0]","[1639.101453831406, 3.1284189905784707, 1.6805671221961507, 0.12091416617225607, 0.16249790123866828, -0.0014648209832431908]",29,378.4146974946769
28,1,"[1190.058264192526, 12.877401032552461, 3.6997767633297296, 0.18736331889569982, -0.048750307886911544, -0.05309844262468179]","[1639.101453831406, 3.1284189905784707, 1.6805671221961507, 0.12091416617225607, 0.16249790123866828, -0.0014648209832431908]",2,378.4146974946769
29,0,"[0, 0, 1, 0, 0, 0]","[2027.394400259111, -172.1003605235265, 1.1029746176558226, 0.1975246628274522, 0.08662743125920855, 0.00011641115696860797]",2,378.4146974946769
29,1,"[669.1997063306001, -95.64383125719326, 1.6894554012413938, 0.12209118068908624, -0.024539620129299368, -0.001610730136986043]","[2027.394400259111, -172.1003605235265, 1.1029746176558226, 0.1975246628274522, 0.08662743125920855, 0.00011641115696860797]",11,378.4146974946769
29,2,"[1255.6662219420311, -109.64025567945062, 1.481117920129233, 0.2274869631700739, 0.04364053991249254, -0.043738115695430395]","[2027.394400259111, -172.1003605235265, 1.1029746176558226, 0.1975246628274522, 0.08662743125920855, 0.00011641115696860797]",6,378.4146974946769
29,3,"[1687.4843786439649, -141.64254306773284, 1.084020696184966, 0.19992054114865115, 0.1073198338670045, -0.0017199328403426574]","[2027.394400259111, -172.1003605235265, 1.1029746176558226, 0.1975246628274522, 0.08662743125920855, 0.00011641115696860797]",6,378.4146974946769
30,0,"[0, 0, 1, 0, 0, 0]","[1758.6995213618159, -49.72068647601245, 1.1761009575671395, 0.16713917978935766, -0.044715224412646734, 0.019500247240941047]",16,378.4146974946769
30,1,"[855.4820158348386, 1.5888738691776723, 1.9347421324553293, 0.20327946863855656, 0.3590744756281868, -0.05523406628839869]","[1758.6995213618159, -49.72068647601245, 1.1761009575671395, 0.16713917978935766, -0.044715224412646734, 0.019500247240941047]",4,378.4146974946769
30,2,"[1350.0926869456403, -33.634466972953305, 1.4076076603671765, 0.16155459423469948, 0.035889798441119294, 0.0027442289492507666]","[1758.6995213618159, -49.72068647601245, 1.1761009575671395, 0.16713917978935766, -0.044715224412646734, 0.019500247240941047]",20,378.4146974946769
31,0,"[0, 0, 1, 0, 0, 0]","[1997.7117383201637, -161.21545940107, 1.921612203971005, 0.11734789051802617, 0.029432693606633826, 0.001852303501479094]",2,378.4146974946769
31,1,"[669.1997063306001, -95.64383125719326, 1.6894554012413938, 0.12209118068908624, -0.024539620129299368, -0.001610730136986043]","[1997.7117383201637, -161.21545940107, 1.921612203971005, 0.11734789051802617, 0.029432693606633826, 0.001852303501479094]",18,378.4146974946769
31,2,"[1272.1895667436072, -78.43029038414541, 1.458415263832615, 0.23773277796043402, 0.1758816612755883, -0.052927935918116585]","[1997.7117383201637, -161.21545940107, 1.921612203971005, 0.11734789051802617, 0.029432693606633826, 0.001852303501479094]",4,378.4146974946769
31,3,"[1763.5893795242878, -119.26749041612824, 1.334844917973177, 0.16361248664365796, 0.023321616721342208, 0.0007102327263285281]","[1997.7117383201637, -161.21545940107, 1.921612203971005, 0.11734789051802617, 0.029432693606633826, 0.001852303501479094]",2,378.4146974946769
32,0,"[0, 0, 1, 0, 0, 0]","[1918.0052682496348, 171.50140796994805, 2.693321573516396, -0.006942691488205402, -0.36134163530014163, 0.038795014721542856]",16,378.4146974946769
32,1,"[855.4820158348386, 1.5888738691776723, 1.9347421324553293, 0.20327946863855656, 0.3590744756281868, -0.05523406628839869]","[1918.0052682496348, 171.50140796994805, 2.693321573516396, -0.006942691488205402, -0.36134163530014163, 0.038795014721542856]",30,378.4146974946769
32,2,"[1738.2595396138188, 148.73714678643816, 2.7203696575238925, 0.1964525972207121, 0.5574425013807194, -0.04559738903462789]","[1918.0052682496348, 171.50140796994805, 2.693321573516396, -0.006942691488205402, -0.36134163530014163, 0.038795014721542856]",23,378.4146974946769
33,0,"[0, 0, 1, 0, 0, 0]","[1700.2497222077338, 82.35726495306496, 1.8244863606872987, 0.19812593006987675, -0.16996810194276774, -0.03157038519525513]",18,378.4146974946769
33,1,"[594.1619586397131, -22.682788913521126, 2.2158436295201587, 0.25147771347201087, 0.1895411531924279, -0.039919798955651065]","[1700.2497222077338, 82.35726495306496, 1.8244863606872987, 0.19812593006987675, -0.16996810194276774, -0.03157038519525513]",17,378.4146974946769
33,2,"[1285.4658276383745, 20.569247024106943, 1.7080592200732816, 0.22055650043722225, 0.29385161354647743, -0.052577152722446174]","[1700.2497222077338, 82.35726495306496, 1.8244863606872987, 0.19812593006987675, -0.16996810194276774, -0.03157038519525513]",31,378.4146974946769
34,0,"[0, 0, 1, 0, 0, 0]","[1738.2595396138188, 148.73714678643816, 2.7203696575238925, 0.1964525972207121, 0.5574425013807194, -0.04559738903462789]",16,378.4146974946769
34,1,"[855.4820158348386, 1.5888738691776723, 1.9347421324553293, 0.20327946863855656, 0.3590744756281868, -0.05523406628839869]","[1738.2595396138188, 148.73714678643816, 2.7203696575238925, 0.1964525972207121, 0.5574425013807194, -0.04559738903462789]",30,378.4146974946769
35,0,"[0, 0, 1, 0, 0, 0]","[871.6584082737479, -218.96540110494502, 2.5382788578932645, 0.08544384351349288, -0.18326253989865432, 0.0009103407834252284]",1,378.4146974946769
