id_camino,id_in_seq,current_state,goal_state,out_action,timesteps
63,0,"[0, 0, 1, 0, 0, 0]","[3067.0779550515786, -297.9323639299737, 1.1815735647567778, 0.1817464868247733, 0.06552172914964902, 8.145232873648839e-07]",2,315.34558124556406
63,1,"[557.2873618367145, -88.35404417578944, 1.9044056673880185, 0.11766700250598375, -0.007043138075394258, 0.0015971603926076378]","[3067.0779550515786, -297.9323639299737, 1.1815735647567778, 0.1817464868247733, 0.06552172914964902, 8.145232873648839e-07]",3,315.34558124556406
63,2,"[1027.2128963369971, -126.05636582721716, 1.5699270758119466, 0.14224994685782058, -0.0024756915311127128, 0.0016341729953901726]","[3067.0779550515786, -297.9323639299737, 1.1815735647567778, 0.1817464868247733, 0.06552172914964902, 8.145232873648839e-07]",4,315.34558124556406
63,3,"[1442.657319047519, -158.04701573919823, 1.3034757019330865, 0.16434251588969087, 0.06492156213724785, -0.0001181803466566129]","[3067.0779550515786, -297.9323639299737, 1.1815735647567778, 0.1817464868247733, 0.06552172914964902, 8.145232873648839e-07]",5,315.34558124556406
63,4,"[1816.4968112188058, -188.44919522254702, 1.1660472077539272, 0.1824128986103192, 0.060910452561515976, -0.0005798828707232967]","[3067.0779550515786, -297.9323639299737, 1.1815735647567778, 0.1817464868247733, 0.06552172914964902, 8.145232873648839e-07]",5,315.34558124556406
63,5,"[2190.5971104055675, -221.41261693995494, 1.1832665096438237, 0.18166838089222748, 0.06674529710617096, 6.558323227205761e-05]","[3067.0779550515786, -297.9323639299737, 1.1815735647567778, 0.1817464868247733, 0.06552172914964902, 8.145232873648839e-07]",5,315.34558124556406
63,6,"[2564.504698328821, -254.03616884496265, 1.1814169049107301, 0.18175528028150098, 0.06526313989894279, -5.5919474530336465e-06]","[3067.0779550515786, -297.9323639299737, 1.1815735647567778, 0.1817464868247733, 0.06552172914964902, 8.145232873648839e-07]",5,315.34558124556406
63,7,"[2938.459884231714, -286.6989336042294, 1.181551996116867, 0.18174701652257397, 0.06555004613158519, 1.1191932916523528e-07]","[3067.0779550515786, -297.9323639299737, 1.1815735647567778, 0.1817464868247733, 0.06552172914964902, 8.145232873648839e-07]",5,315.34558124556406
64,0,"[0, 0, 1, 0, 0, 0]","[1137.5404178632325, -211.12798708400808, 2.3347286768296325, 0.08786195853725581, -0.18262910458071493, -0.0006866683185546422]",4,315.34558124556406
64,1,"[410.76508528711275, -42.194237803848566, 1.3272223170564035, 0.1639358357824234, 0.001368206476527653, 0.00046449963417074597]","[1137.5404178632325, -211.12798708400808, 2.3347286768296325, 0.08786195853725581, -0.18262910458071493, -0.0006866683185546422]",1,315.34558124556406
65,0,"[0, 0, 1, 0, 0, 0]","[3432.0677434385357, -572.6614531139484, 1.8077445212828285, 0.15781853168547863, -0.010936458977428627, 0.01228656396119988]",2,315.34558124556406
65,1,"[557.2873618367145, -88.35404417578944, 1.9044056673880185, 0.11766700250598375, -0.007043138075394258, 0.0015971603926076378]","[3432.0677434385357, -572.6614531139484, 1.8077445212828285, 0.15781853168547863, -0.010936458977428627, 0.01228656396119988]",1,315.34558124556406
65,2,"[1288.3641265195806, -235.29711838835448, 2.3550330724368562, 0.08783602179902329, -0.1560849808731749, -0.0005599689565605169]","[3432.0677434385357, -572.6614531139484, 1.8077445212828285, 0.15781853168547863, -0.010936458977428627, 0.01228656396119988]",1,315.34558124556406
65,3,"[2038.2603000161923, -376.1068761324533, 2.4265817659008646, 0.08697091027246782, -0.15009191809721015, 5.060108812941192e-06]","[3432.0677434385357, -572.6614531139484, 1.8077445212828285, 0.15781853168547863, -0.010936458977428627, 0.01228656396119988]",3,315.34558124556406
65,4,"[2518.252408223263, -408.1228512105158, 1.6569387076512712, 0.14055097200174263, -0.02071678218143183, 0.0033946509169594835]","[3432.0677434385357, -572.6614531139484, 1.8077445212828285, 0.15781853168547863, -0.010936458977428627, 0.01228656396119988]",1,315.34558124556406
65,5,"[3248.7703297843514, -564.5819998760786, 2.3512590824755004, 0.08777520922011199, -0.16842235985737694, -0.0005733820904383589]","[3432.0677434385357, -572.6614531139484, 1.8077445212828285, 0.15781853168547863, -0.010936458977428627, 0.01228656396119988]",4,315.34558124556406
66,0,"[0, 0, 1, 0, 0, 0]","[3369.6682331942343, -578.9433174315327, 2.010542712576718, 0.11610196194949766, -0.059922473005093166, 0.0030501885207792094]",5,315.34558124556406
66,1,"[374.6557815617177, -36.35881681760387, 1.2092236647693262, 0.18063266270410594, 0.07538903595147627, 0.0010166627399165054]","[3369.6682331942343, -578.9433174315327, 2.010542712576718, 0.11610196194949766, -0.059922473005093166, 0.0030501885207792094]",1,315.34558124556406
66,2,"[1095.9133891121612, -208.31370508010988, 2.31268569790563, 0.08815484890884191, -0.18449330077251455, -0.0008655255703896691]","[3369.6682331942343, -578.9433174315327, 2.010542712576718, 0.11610196194949766, -0.059922473005093166, 0.0030501885207792094]",4,315.34558124556406
66,3,"[1532.662833820142, -228.91313952068893, 1.1982667785368561, 0.16770222324800918, 0.12290135948988459, -0.0031364770388638713]","[3369.6682331942343, -578.9433174315327, 2.010542712576718, 0.11610196194949766, -0.059922473005093166, 0.0030501885207792094]",1,315.34558124556406
66,4,"[2250.4019057898126, -400.3810294556018, 2.298823177045765, 0.08837564300109628, -0.18271252982283195, -0.0009838395712549464]","[3369.6682331942343, -578.9433174315327, 2.010542712576718, 0.11610196194949766, -0.059922473005093166, 0.0030501885207792094]",1,315.34558124556406
66,5,"[3002.1506582174165, -544.7158686946246, 2.433005558513733, 0.08685372315001758, -0.15489148583380472, 6.17718106599211e-05]","[3369.6682331942343, -578.9433174315327, 2.010542712576718, 0.11610196194949766, -0.059922473005093166, 0.0030501885207792094]",2,315.34558124556406
67,0,"[0, 0, 1, 0, 0, 0]","[2044.037325662981, -185.79800467540565, 1.1514587393729696, 0.18312360136054234, 0.051808231833397306, -0.0011479523044015548]",5,315.34558124556406
67,1,"[374.6557815617177, -36.35881681760387, 1.2092236647693262, 0.18063266270410594, 0.07538903595147627, 0.0010166627399165054]","[2044.037325662981, -185.79800467540565, 1.1514587393729696, 0.18312360136054234, 0.051808231833397306, -0.0011479523044015548]",4,315.34558124556406
67,2,"[785.8819738087374, -74.2282535811368, 1.3070244429192976, 0.16451139525428393, 0.02595141386859783, -9.017912723096951e-05]","[2044.037325662981, -185.79800467540565, 1.1514587393729696, 0.18312360136054234, 0.051808231833397306, -0.0011479523044015548]",4,315.34558124556406
67,3,"[1199.0535790772142, -110.74538562317825, 1.312649292689864, 0.16425562972113453, 0.03690005954200524, 9.207095866562337e-05]","[2044.037325662981, -185.79800467540565, 1.1514587393729696, 0.18312360136054234, 0.051808231833397306, -0.0011479523044015548]",3,315.34558124556406
67,4,"[1666.9669930709529, -157.85215113754293, 1.4600087273602498, 0.14511457186564986, 0.009613481749486345, -0.0007409761298549832]","[2044.037325662981, -185.79800467540565, 1.1514587393729696, 0.18312360136054234, 0.051808231833397306, -0.0011479523044015548]",5,315.34558124556406
68,0,"[0, 0, 1, 0, 0, 0]","[2328.0159387168887, -235.03336618546228, 1.1256539173005946, 0.18416603641344084, 0.06334449435157231, -0.0020933818288321787]",3,315.34558124556406
68,1,"[467.51084210168455, -52.85735936140974, 1.3962657841042436, 0.1472180201690868, 0.014903835526010675, -0.0022125163850580344]","[2328.0159387168887, -235.03336618546228, 1.1256539173005946, 0.18416603641344084, 0.06334449435157231, -0.0020933818288321787]",3,315.34558124556406
68,2,"[936.0781266553453, -98.64493417172386, 1.475251338516334, 0.14467034156045835, 0.005504633390112759, -0.00040249458288325136]","[2328.0159387168887, -235.03336618546228, 1.1256539173005946, 0.18416603641344084, 0.06334449435157231, -0.0020933818288321787]",2,315.34558124556406
68,3,"[1493.9280634447125, -171.4064650957384, 1.8425801764563077, 0.11870389199830068, -0.03430226055198031, 0.0007151882372191082]","[2328.0159387168887, -235.03336618546228, 1.1256539173005946, 0.18416603641344084, 0.06334449435157231, -0.0020933818288321787]",3,315.34558124556406
68,4,"[1964.8180869161356, -210.29834774703568, 1.557798635734334, 0.14253031501610777, -0.007610121169577364, 0.0013774962586809486]","[2328.0159387168887, -235.03336618546228, 1.1256539173005946, 0.18416603641344084, 0.06334449435157231, -0.0020933818288321787]",5,315.34558124556406
