id,action_seq,current_state,goal_state,out_action
307,"[-1, 5, 1, 3, 1]","[2052.295053230162, -341.10253328527335, 2.6100430546850877, 0.08193578489607346, -0.3749458050618534, 0.0018921753869942405, -0.01745, 0, 193.4920634920635]","[2052.295053230162, -341.10253328527335, 2.6100430546850877, 0.08193578489607346, -0.3749458050618534, 0.0018921753869942405, -0.01745, 0.0, 193.4920634920635]",1
308,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1989.796153857112, -132.7980674266967, 1.2694655649796842, 0.16579396745567887, 0.03780824901903863, -0.0011925334305036477, -0.06981, 0.0, 2146.3492063492063]",4
308,"[-1, -1, -1, -1, 4]","[495.9651783486855, -49.624823236903964, 1.3078058336710534, 0.16424410515379131, 0.06882998138032456, 5.6277848749595606e-05, -0.06981, 0, 60.0]","[1989.796153857112, -132.7980674266967, 1.2694655649796842, 0.16579396745567887, 0.03780824901903863, -0.0011925334305036477, -0.06981, 0.0, 2146.3492063492063]",10
308,"[-1, -1, -1, 4, 10]","[1162.7866658877251, -66.40580458703171, 1.7571256828862287, 0.23239772906855224, -0.07757221938096905, -0.0396233055380397, -0.05236, 0.12684496748616697, 2040.0]","[1989.796153857112, -132.7980674266967, 1.2694655649796842, 0.16579396745567887, 0.03780824901903863, -0.0011925334305036477, -0.06981, 0.0, 2146.3492063492063]",6
308,"[-1, -1, 4, 10, 6]","[1609.7746981585994, -97.609699094393, 1.1689673851377245, 0.19389223374597714, 0.11972738013437312, 0.0036377009169614796, -0.10472, 0, 2100.0]","[1989.796153857112, -132.7980674266967, 1.2694655649796842, 0.16579396745567887, 0.03780824901903863, -0.0011925334305036477, -0.06981, 0.0, 2146.3492063492063]",4
308,"[-1, 4, 10, 6, 4]","[1989.796153857112, -132.7980674266967, 1.2694655649796842, 0.16579396745567887, 0.03780824901903863, -0.0011925334305036477, -0.06981, 0, 2146.3492063492063]","[1989.796153857112, -132.7980674266967, 1.2694655649796842, 0.16579396745567887, 0.03780824901903863, -0.0011925334305036477, -0.06981, 0.0, 2146.3492063492063]",4
309,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1733.0890846351463, 91.76409753180582, 0.7879381944818767, 0.2587857706959986, 0.23574518154748714, -0.03600562951680618, -0.10472, 0.0, 10387.619047619048]",18
309,"[-1, -1, -1, -1, 18]","[590.4721796253802, -32.23335163445746, 2.5031861656364764, 0.28574076322874414, 0.20170439582297653, -0.02645375477599658, -0.06981, 0.1585562093577087, 3810.0]","[1733.0890846351463, 91.76409753180582, 0.7879381944818767, 0.2587857706959986, 0.23574518154748714, -0.03600562951680618, -0.10472, 0.0, 10387.619047619048]",23
309,"[-1, -1, -1, 18, 23]","[1445.206890305508, 93.73949502047581, 2.4438387860716375, 0.24121035165715626, 0.15977958825963165, -0.03396280228957699, -0.03491, 0.19026745122925046, 10350.0]","[1733.0890846351463, 91.76409753180582, 0.7879381944818767, 0.2587857706959986, 0.23574518154748714, -0.03600562951680618, -0.10472, 0.0, 10387.619047619048]",6
309,"[-1, -1, 18, 23, 6]","[1733.0890846351463, 91.76409753180582, 0.7879381944818767, 0.2587857706959986, 0.23574518154748714, -0.03600562951680618, -0.10472, 0, 10387.619047619048]","[1733.0890846351463, 91.76409753180582, 0.7879381944818767, 0.2587857706959986, 0.23574518154748714, -0.03600562951680618, -0.10472, 0.0, 10387.619047619048]",6
310,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2005.3612780223152, -44.376289093008275, 1.2363073673858782, 0.22483698291165433, 0.5377073755412562, -0.04095277413456587, -0.06981, 0.1585562093577087, 5714.047619047618]",6
310,"[-1, -1, -1, -1, 6]","[424.66869475944657, -39.63812569408468, 1.111020655830407, 0.19596387810733978, 0.09799582187590113, 0.001137482808914173, -0.10472, 0, 60.0]","[2005.3612780223152, -44.376289093008275, 1.2363073673858782, 0.22483698291165433, 0.5377073755412562, -0.04095277413456587, -0.06981, 0.1585562093577087, 5714.047619047618]",5
310,"[-1, -1, -1, 6, 5]","[872.866062304355, -79.71638634322967, 1.170878446948094, 0.18215377303133998, 0.06693941339165123, -0.0003853669121145498, -0.08727, 0, 120.0]","[2005.3612780223152, -44.376289093008275, 1.2363073673858782, 0.22483698291165433, 0.5377073755412562, -0.04095277413456587, -0.06981, 0.1585562093577087, 5714.047619047618]",16
310,"[-1, -1, 6, 5, 16]","[1731.7449144293037, -63.38123594580731, 1.9494074619484727, 0.22805996559442762, 0.38562524717696095, -0.04142964497176008, -0.03491, 0.1585562093577087, 3930.0]","[2005.3612780223152, -44.376289093008275, 1.2363073673858782, 0.22483698291165433, 0.5377073755412562, -0.04095277413456587, -0.06981, 0.1585562093577087, 5714.047619047618]",18
310,"[-1, 6, 5, 16, 18]","[2005.3612780223152, -44.376289093008275, 1.2363073673858782, 0.22483698291165433, 0.5377073755412562, -0.04095277413456587, -0.06981, 0.1585562093577087, 5714.047619047618]","[2005.3612780223152, -44.376289093008275, 1.2363073673858782, 0.22483698291165433, 0.5377073755412562, -0.04095277413456587, -0.06981, 0.1585562093577087, 5714.047619047618]",18
311,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2069.429340146352, -400.3522579059291, 1.697868755581282, 0.13929248354402396, 0.13986462266592833, 0.004482414971455117, -0.05236, 0.0, 149.20634920634922]",1
311,"[-1, -1, -1, -1, 1]","[871.1345403425793, -219.58366265305932, 2.5429472973131975, 0.08537532603783342, -0.18486158111077802, 0.0009449914261199253, -0.01745, 0, 60.0]","[2069.429340146352, -400.3522579059291, 1.697868755581282, 0.13929248354402396, 0.13986462266592833, 0.004482414971455117, -0.05236, 0.0, 149.20634920634922]",1
311,"[-1, -1, -1, 1, 1]","[1777.303395238776, -384.5379853276468, 2.4234693437154182, 0.08707772822524307, -0.14162385792318183, -2.9093242088604494e-05, -0.01745, 0, 120.0]","[2069.429340146352, -400.3522579059291, 1.697868755581282, 0.13929248354402396, 0.13986462266592833, 0.004482414971455117, -0.05236, 0.0, 149.20634920634922]",3
311,"[-1, -1, 1, 1, 3]","[2069.429340146352, -400.3522579059291, 1.697868755581282, 0.13929248354402396, 0.13986462266592833, 0.004482414971455117, -0.05236, 0, 149.20634920634922]","[2069.429340146352, -400.3522579059291, 1.697868755581282, 0.13929248354402396, 0.13986462266592833, 0.004482414971455117, -0.05236, 0.0, 149.20634920634922]",3
312,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2172.867402033132, -310.3737642221467, 1.2290209264204954, 0.15486104104592366, -0.03523467224385563, -0.006713130480377512, -0.05236, 0.0, 218.88888888888889]",4
312,"[-1, -1, -1, -1, 4]","[495.9651783486855, -49.624823236903964, 1.3078058336710534, 0.16424410515379131, 0.06882998138032456, 5.6277848749595606e-05, -0.06981, 0, 60.0]","[2172.867402033132, -310.3737642221467, 1.2290209264204954, 0.15486104104592366, -0.03523467224385563, -0.006713130480377512, -0.05236, 0.0, 218.88888888888889]",6
312,"[-1, -1, -1, 4, 6]","[921.9791746964555, -84.05413610574617, 1.0891286776182187, 0.2001709316897263, 0.08177928579173174, -0.001659794819705095, -0.10472, 0, 120.0]","[2172.867402033132, -310.3737642221467, 1.2290209264204954, 0.15486104104592366, -0.03523467224385563, -0.006713130480377512, -0.05236, 0.0, 218.88888888888889]",1
312,"[-1, -1, 4, 6, 1]","[1792.2138079754204, -297.330534439813, 2.529983225255723, 0.0855158943755549, -0.1836662894849418, 0.0008455423926439577, -0.01745, 0, 180.0]","[2172.867402033132, -310.3737642221467, 1.2290209264204954, 0.15486104104592366, -0.03523467224385563, -0.006713130480377512, -0.05236, 0.0, 218.88888888888889]",3
312,"[-1, 4, 6, 1, 3]","[2172.867402033132, -310.3737642221467, 1.2290209264204954, 0.15486104104592366, -0.03523467224385563, -0.006713130480377512, -0.05236, 0, 218.88888888888889]","[2172.867402033132, -310.3737642221467, 1.2290209264204954, 0.15486104104592366, -0.03523467224385563, -0.006713130480377512, -0.05236, 0.0, 218.88888888888889]",3
313,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2084.9161929177267, -318.74187716535465, 1.5515828166315941, 0.14239232510212874, 0.08229783447773745, 0.001417725249789159, -0.05236, 0.0, 175.07936507936506]",2
313,"[-1, -1, -1, -1, 2]","[669.2287603240479, -95.75193694986872, 1.6797456046651493, 0.12236049247733556, -0.021983999122508584, -0.0017606134186559596, -0.03491, 0, 60.0]","[2084.9161929177267, -318.74187716535465, 1.5515828166315941, 0.14239232510212874, 0.08229783447773745, 0.001417725249789159, -0.05236, 0.0, 175.07936507936506]",1
313,"[-1, -1, -1, 2, 1]","[1549.0388245080717, -283.16647265536807, 2.4775518826550194, 0.08621461292889147, -0.16868208134837306, 0.00042479177589451914, -0.01745, 0, 120.0]","[2084.9161929177267, -318.74187716535465, 1.5515828166315941, 0.14239232510212874, 0.08229783447773745, 0.001417725249789159, -0.05236, 0.0, 175.07936507936506]",3
313,"[-1, -1, 2, 1, 3]","[2084.9161929177267, -318.74187716535465, 1.5515828166315941, 0.14239232510212874, 0.08229783447773745, 0.001417725249789159, -0.05236, 0, 175.07936507936506]","[2084.9161929177267, -318.74187716535465, 1.5515828166315941, 0.14239232510212874, 0.08229783447773745, 0.001417725249789159, -0.05236, 0.0, 175.07936507936506]",3
314,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2055.2960428106508, -445.8672381841707, 2.4595363071631113, 0.0864052036382834, -0.16976596494440663, 0.0002862799390963019, -0.01745, 0.0, 4353.9682539682535]",19
314,"[-1, -1, -1, -1, 19]","[536.490924652522, -13.452888479152216, 1.2738308217368122, 0.257413267266789, 0.6304461106547767, -0.028764054625713804, -0.08727, 0.1585562093577087, 3810.0]","[2055.2960428106508, -445.8672381841707, 2.4595363071631113, 0.0864052036382834, -0.16976596494440663, 0.0002862799390963019, -0.01745, 0.0, 4353.9682539682535]",7
314,"[-1, -1, -1, 19, 7]","[650.426650034844, -105.40756948661617, 3.8162040380140625, 0.12294226554181012, -1.0149703344128056, -0.050269509115321624, -0.0, 0.12684496748616697, 4265.714285714285]","[2055.2960428106508, -445.8672381841707, 2.4595363071631113, 0.0864052036382834, -0.16976596494440663, 0.0002862799390963019, -0.01745, 0.0, 4353.9682539682535]",1
314,"[-1, -1, 19, 7, 1]","[1640.8032341474054, -375.1290563440438, 2.539209333189606, 0.08611373646788052, -0.09453962592012173, 0.0008287820842881026, -0.01745, 0, 4325.714285714285]","[2055.2960428106508, -445.8672381841707, 2.4595363071631113, 0.0864052036382834, -0.16976596494440663, 0.0002862799390963019, -0.01745, 0.0, 4353.9682539682535]",1
314,"[-1, 19, 7, 1, 1]","[2055.2960428106508, -445.8672381841707, 2.4595363071631113, 0.0864052036382834, -0.16976596494440663, 0.0002862799390963019, -0.01745, 0, 4353.9682539682535]","[2055.2960428106508, -445.8672381841707, 2.4595363071631113, 0.0864052036382834, -0.16976596494440663, 0.0002862799390963019, -0.01745, 0.0, 4353.9682539682535]",1
315,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1726.336384337475, -281.7537018654838, 1.4441519352527559, 0.1297337303595866, 0.0936448934079113, -0.005651362429016189, -0.03491, 0.0, 134.12698412698413]",2
315,"[-1, -1, -1, -1, 2]","[669.2287603240479, -95.75193694986872, 1.6797456046651493, 0.12236049247733556, -0.021983999122508584, -0.0017606134186559596, -0.03491, 0, 60.0]","[1726.336384337475, -281.7537018654838, 1.4441519352527559, 0.1297337303595866, 0.0936448934079113, -0.005651362429016189, -0.03491, 0.0, 134.12698412698413]",1
315,"[-1, -1, -1, 2, 1]","[1549.0388245080717, -283.16647265536807, 2.4775518826550194, 0.08621461292889147, -0.16868208134837306, 0.00042479177589451914, -0.01745, 0, 120.0]","[1726.336384337475, -281.7537018654838, 1.4441519352527559, 0.1297337303595866, 0.0936448934079113, -0.005651362429016189, -0.03491, 0.0, 134.12698412698413]",2
315,"[-1, -1, 2, 1, 2]","[1726.336384337475, -281.7537018654838, 1.4441519352527559, 0.1297337303595866, 0.0936448934079113, -0.005651362429016189, -0.03491, 0, 134.12698412698413]","[1726.336384337475, -281.7537018654838, 1.4441519352527559, 0.1297337303595866, 0.0936448934079113, -0.005651362429016189, -0.03491, 0.0, 134.12698412698413]",2
316,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1925.0765125689334, 59.30370547976941, 1.5441866219986256, 0.17177161647649197, -0.24314406515766374, 0.011577812527009042, -0.08727, 0.0, 8549.047619047618]",9
316,"[-1, -1, -1, -1, 9]","[830.3916084985825, -45.941279781909316, 1.9684854398653195, 0.21399057430329113, 0.22171397444712634, -0.04385214524694723, -0.03491, 0.12684496748616697, 1980.0]","[1925.0765125689334, 59.30370547976941, 1.5441866219986256, 0.17177161647649197, -0.24314406515766374, 0.011577812527009042, -0.08727, 0.0, 8549.047619047618]",23
316,"[-1, -1, -1, 9, 23]","[1702.5770337782112, 67.71793776142056, 2.278916573363976, 0.23549189223955608, 0.3739691721088507, -0.033218691586582735, -0.03491, 0.19026745122925046, 8520.0]","[1925.0765125689334, 59.30370547976941, 1.5441866219986256, 0.17177161647649197, -0.24314406515766374, 0.011577812527009042, -0.08727, 0.0, 8549.047619047618]",5
316,"[-1, -1, 9, 23, 5]","[1925.0765125689334, 59.30370547976941, 1.5441866219986256, 0.17177161647649197, -0.24314406515766374, 0.011577812527009042, -0.08727, 0, 8549.047619047618]","[1925.0765125689334, 59.30370547976941, 1.5441866219986256, 0.17177161647649197, -0.24314406515766374, 0.011577812527009042, -0.08727, 0.0, 8549.047619047618]",5
317,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2055.464940269535, 47.543534653563036, 1.9883798584705317, -0.007962610050354835, -0.00954317002654832, 0.02405444169029641, -0.03491, 0.1585562093577087, 8229.20634920635]",10
317,"[-1, -1, -1, -1, 10]","[658.6005474809942, -28.942159302772783, 1.7962971987183782, 0.23170671604946735, -0.17426008521119346, -0.039197141901621, -0.05236, 0.12684496748616697, 1980.0]","[2055.464940269535, 47.543534653563036, 1.9883798584705317, -0.007962610050354835, -0.00954317002654832, 0.02405444169029641, -0.03491, 0.1585562093577087, 8229.20634920635]",16
317,"[-1, -1, -1, 10, 16]","[1526.1554125907307, 17.73528136231, 1.8237981403551162, 0.23095723785179703, 0.20066336010716632, -0.042463099527020536, -0.03491, 0.1585562093577087, 5790.0]","[2055.464940269535, 47.543534653563036, 1.9883798584705317, -0.007962610050354835, -0.00954317002654832, 0.02405444169029641, -0.03491, 0.1585562093577087, 8229.20634920635]",16
317,"[-1, -1, 10, 16, 16]","[2055.464940269535, 47.543534653563036, 1.9883798584705317, -0.007962610050354835, -0.00954317002654832, 0.02405444169029641, -0.03491, 0.1585562093577087, 8229.20634920635]","[2055.464940269535, 47.543534653563036, 1.9883798584705317, -0.007962610050354835, -0.00954317002654832, 0.02405444169029641, -0.03491, 0.1585562093577087, 8229.20634920635]",16
318,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1813.5950339297744, -234.42568225331448, 1.3766897842200583, 0.09873642593833108, 0.043308493376822355, -0.00015520011345800425, -0.05236, 0.12684496748616697, 1550.0000000000002]",5
318,"[-1, -1, -1, -1, 5]","[449.21176849063545, -42.10344607264775, 1.163934494883552, 0.18253539385567596, 0.05752902384461152, -0.0006674080431381201, -0.08727, 0, 60.0]","[1813.5950339297744, -234.42568225331448, 1.3766897842200583, 0.09873642593833108, 0.043308493376822355, -0.00015520011345800425, -0.05236, 0.12684496748616697, 1550.0000000000002]",1
318,"[-1, -1, -1, 5, 1]","[1321.1209186392734, -251.28966783478793, 2.5191112570999192, 0.08566718852837182, -0.1802389837490648, 0.0007612959963471573, -0.01745, 0, 120.0]","[1813.5950339297744, -234.42568225331448, 1.3766897842200583, 0.09873642593833108, 0.043308493376822355, -0.00015520011345800425, -0.05236, 0.12684496748616697, 1550.0000000000002]",10
318,"[-1, -1, 5, 1, 10]","[1813.5950339297744, -234.42568225331448, 1.3766897842200583, 0.09873642593833108, 0.043308493376822355, -0.00015520011345800425, -0.05236, 0.12684496748616697, 1550.0000000000002]","[1813.5950339297744, -234.42568225331448, 1.3766897842200583, 0.09873642593833108, 0.043308493376822355, -0.00015520011345800425, -0.05236, 0.12684496748616697, 1550.0000000000002]",10
319,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1630.1885364172556, 119.30922313577965, 2.0309289410844378, 0.16373539573310525, 0.1372706767432854, -0.006821688742797631, -0.03491, 0.1585562093577087, 11226.904761904761]",18
319,"[-1, -1, -1, -1, 18]","[590.4721796253802, -32.23335163445746, 2.5031861656364764, 0.28574076322874414, 0.20170439582297653, -0.02645375477599658, -0.06981, 0.1585562093577087, 3810.0]","[1630.1885364172556, 119.30922313577965, 2.0309289410844378, 0.16373539573310525, 0.1372706767432854, -0.006821688742797631, -0.03491, 0.1585562093577087, 11226.904761904761]",23
319,"[-1, -1, -1, 18, 23]","[1445.206890305508, 93.73949502047581, 2.4438387860716375, 0.24121035165715626, 0.15977958825963165, -0.03396280228957699, -0.03491, 0.19026745122925046, 10350.0]","[1630.1885364172556, 119.30922313577965, 2.0309289410844378, 0.16373539573310525, 0.1372706767432854, -0.006821688742797631, -0.03491, 0.1585562093577087, 11226.904761904761]",16
319,"[-1, -1, 18, 23, 16]","[1630.1885364172556, 119.30922313577965, 2.0309289410844378, 0.16373539573310525, 0.1372706767432854, -0.006821688742797631, -0.03491, 0.1585562093577087, 11226.904761904761]","[1630.1885364172556, 119.30922313577965, 2.0309289410844378, 0.16373539573310525, 0.1372706767432854, -0.006821688742797631, -0.03491, 0.1585562093577087, 11226.904761904761]",16
320,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1850.024739464832, -152.11451014729985, 1.694875102877063, 0.1573220603706399, 0.001204517749299545, 0.0005475546507521592, -0.05236, 0.12684496748616697, 1201.4285714285716]",5
320,"[-1, -1, -1, -1, 5]","[449.3339568747035, -42.07691425450208, 1.1584265979464572, 0.18275276880263788, 0.05364134111997044, -0.0009107324235008902, -0.08727, 0, 60.0]","[1850.024739464832, -152.11451014729985, 1.694875102877063, 0.1573220603706399, 0.001204517749299545, 0.0005475546507521592, -0.05236, 0.12684496748616697, 1201.4285714285716]",4
320,"[-1, -1, -1, 5, 4]","[944.973041645448, -88.47943368675247, 1.309474979097838, 0.16429629268601517, 0.05138692675555942, 4.512541405982145e-05, -0.06981, 0, 120.0]","[1850.024739464832, -152.11451014729985, 1.694875102877063, 0.1573220603706399, 0.001204517749299545, 0.0005475546507521592, -0.05236, 0.12684496748616697, 1201.4285714285716]",3
320,"[-1, -1, 5, 4, 3]","[1505.3138942475257, -145.27128639625022, 1.5100219401433852, 0.14370217883408049, -0.01316207269058417, 0.00034122235917951325, -0.05236, 0, 180.0]","[1850.024739464832, -152.11451014729985, 1.694875102877063, 0.1573220603706399, 0.001204517749299545, 0.0005475546507521592, -0.05236, 0.12684496748616697, 1201.4285714285716]",10
320,"[-1, 5, 4, 3, 10]","[1850.024739464832, -152.11451014729985, 1.694875102877063, 0.1573220603706399, 0.001204517749299545, 0.0005475546507521592, -0.05236, 0.12684496748616697, 1201.4285714285716]","[1850.024739464832, -152.11451014729985, 1.694875102877063, 0.1573220603706399, 0.001204517749299545, 0.0005475546507521592, -0.05236, 0.12684496748616697, 1201.4285714285716]",10
321,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2044.122195230945, -384.0251120263411, 0.9369514740317009, 0.19233846867173754, 0.21761780554448376, -0.01583115782499593, -0.06981, 0.0, 149.20634920634922]",1
321,"[-1, -1, -1, -1, 1]","[871.1345403425793, -219.58366265305932, 2.5429472973131975, 0.08537532603783342, -0.18486158111077802, 0.0009449914261199253, -0.01745, 0, 60.0]","[2044.122195230945, -384.0251120263411, 0.9369514740317009, 0.19233846867173754, 0.21761780554448376, -0.01583115782499593, -0.06981, 0.0, 149.20634920634922]",1
321,"[-1, -1, -1, 1, 1]","[1777.303395238776, -384.5379853276468, 2.4234693437154182, 0.08707772822524307, -0.14162385792318183, -2.9093242088604494e-05, -0.01745, 0, 120.0]","[2044.122195230945, -384.0251120263411, 0.9369514740317009, 0.19233846867173754, 0.21761780554448376, -0.01583115782499593, -0.06981, 0.0, 149.20634920634922]",4
321,"[-1, -1, 1, 1, 4]","[2044.122195230945, -384.0251120263411, 0.9369514740317009, 0.19233846867173754, 0.21761780554448376, -0.01583115782499593, -0.06981, 0, 149.20634920634922]","[2044.122195230945, -384.0251120263411, 0.9369514740317009, 0.19233846867173754, 0.21761780554448376, -0.01583115782499593, -0.06981, 0.0, 149.20634920634922]",4
322,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1630.844508798274, -289.7373324481593, 2.0429559808120734, 0.11568775365212271, -0.07028368896077333, 0.00348304954842815, -0.03491, 0.0, 136.66666666666666]",1
322,"[-1, -1, -1, -1, 1]","[871.6584082737479, -218.96540110494502, 2.5382788578932645, 0.08544384351349288, -0.18326253989865432, 0.0009103407834252284, -0.01745, 0, 60.0]","[1630.844508798274, -289.7373324481593, 2.0429559808120734, 0.11568775365212271, -0.07028368896077333, 0.00348304954842815, -0.03491, 0.0, 136.66666666666666]",3
322,"[-1, -1, -1, 1, 3]","[1454.0628867548917, -254.11558638293218, 1.3933615508912391, 0.14705811253540485, 0.055047189967188354, -0.0022160928583758338, -0.05236, 0, 120.0]","[1630.844508798274, -289.7373324481593, 2.0429559808120734, 0.11568775365212271, -0.07028368896077333, 0.00348304954842815, -0.03491, 0.0, 136.66666666666666]",2
322,"[-1, -1, 1, 3, 2]","[1630.844508798274, -289.7373324481593, 2.0429559808120734, 0.11568775365212271, -0.07028368896077333, 0.00348304954842815, -0.03491, 0, 136.66666666666666]","[1630.844508798274, -289.7373324481593, 2.0429559808120734, 0.11568775365212271, -0.07028368896077333, 0.00348304954842815, -0.03491, 0.0, 136.66666666666666]",2
323,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1754.885383685176, -191.18248893171753, 1.5126104658763893, 0.14358362268462171, 0.02097774842126399, 0.00043376673068541634, -0.05236, 0.0, 175.3968253968254]",3
323,"[-1, -1, -1, -1, 3]","[559.5548653512201, -64.43389144133145, 1.5469528870308702, 0.14278518106604685, -0.026724926328013165, 0.0011418132414958686, -0.05236, 0, 60.0]","[1754.885383685176, -191.18248893171753, 1.5126104658763893, 0.14358362268462171, 0.02097774842126399, 0.00043376673068541634, -0.05236, 0.0, 175.3968253968254]",2
323,"[-1, -1, -1, 3, 2]","[1231.7643273755248, -146.53702344771975, 1.762262422161831, 0.12032242136301244, -0.040624351635795, -0.0004770326751461017, -0.03491, 0, 120.0]","[1754.885383685176, -191.18248893171753, 1.5126104658763893, 0.14358362268462171, 0.02097774842126399, 0.00043376673068541634, -0.05236, 0.0, 175.3968253968254]",3
323,"[-1, -1, 3, 2, 3]","[1754.885383685176, -191.18248893171753, 1.5126104658763893, 0.14358362268462171, 0.02097774842126399, 0.00043376673068541634, -0.05236, 0, 175.3968253968254]","[1754.885383685176, -191.18248893171753, 1.5126104658763893, 0.14358362268462171, 0.02097774842126399, 0.00043376673068541634, -0.05236, 0.0, 175.3968253968254]",3
324,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1629.849433483519, -256.6283898584992, 1.3982848910660082, 0.13225463860043166, 0.039414370098176894, -0.00672209609055916, -0.03491, 0.0, 135.55555555555554]",3
324,"[-1, -1, -1, -1, 3]","[559.3034116464789, -64.74060666287147, 1.5558269942118328, 0.14252264743191032, -0.0318765805639669, 0.0013099972286478513, -0.05236, 0, 60.0]","[1629.849433483519, -256.6283898584992, 1.3982848910660082, 0.13225463860043166, 0.039414370098176894, -0.00672209609055916, -0.03491, 0.0, 135.55555555555554]",1
324,"[-1, -1, -1, 3, 1]","[1439.4397032463385, -258.11571559457445, 2.491100154300319, 0.08605105265114815, -0.1703899910282595, 0.00053142796282157, -0.01745, 0, 120.0]","[1629.849433483519, -256.6283898584992, 1.3982848910660082, 0.13225463860043166, 0.039414370098176894, -0.00672209609055916, -0.03491, 0.0, 135.55555555555554]",2
324,"[-1, -1, 3, 1, 2]","[1629.849433483519, -256.6283898584992, 1.3982848910660082, 0.13225463860043166, 0.039414370098176894, -0.00672209609055916, -0.03491, 0, 135.55555555555554]","[1629.849433483519, -256.6283898584992, 1.3982848910660082, 0.13225463860043166, 0.039414370098176894, -0.00672209609055916, -0.03491, 0.0, 135.55555555555554]",2
325,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2019.3957758532665, -169.677675559444, 1.1864822745380754, 0.2484600352195797, 0.12544879114019558, -0.036175799546723564, -0.06981, 0.12684496748616697, 1020.4761904761905]",4
325,"[-1, -1, -1, -1, 4]","[495.9651783486855, -49.624823236903964, 1.3078058336710534, 0.16424410515379131, 0.06882998138032456, 5.6277848749595606e-05, -0.06981, 0, 60.0]","[2019.3957758532665, -169.677675559444, 1.1864822745380754, 0.2484600352195797, 0.12544879114019558, -0.036175799546723564, -0.06981, 0.12684496748616697, 1020.4761904761905]",6
325,"[-1, -1, -1, 4, 6]","[921.9791746964555, -84.05413610574617, 1.0891286776182187, 0.2001709316897263, 0.08177928579173174, -0.001659794819705095, -0.10472, 0, 120.0]","[2019.3957758532665, -169.677675559444, 1.1864822745380754, 0.2484600352195797, 0.12544879114019558, -0.036175799546723564, -0.06981, 0.12684496748616697, 1020.4761904761905]",6
325,"[-1, -1, 4, 6, 6]","[1342.375939324343, -121.61429744337626, 1.1025518398045948, 0.19746473446565524, 0.0897896919387121, 0.0001289289464787411, -0.10472, 0, 180.0]","[2019.3957758532665, -169.677675559444, 1.1864822745380754, 0.2484600352195797, 0.12544879114019558, -0.036175799546723564, -0.06981, 0.12684496748616697, 1020.4761904761905]",5
325,"[-1, 4, 6, 6, 5]","[1790.7880203861607, -161.84967349705656, 1.1707230606884726, 0.18217199842685378, 0.06528357075707056, -0.00039884357636485186, -0.08727, 0, 240.0]","[2019.3957758532665, -169.677675559444, 1.1864822745380754, 0.2484600352195797, 0.12544879114019558, -0.036175799546723564, -0.06981, 0.12684496748616697, 1020.4761904761905]",11
326,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1994.3475081147692, -189.9028201135579, 1.352297637175221, 0.1630098547863417, 0.04094447475953817, 0.0012432557145329514, -0.06981, 0.0, 225.23809523809524]",4
326,"[-1, -1, -1, -1, 4]","[495.9651783486855, -49.624823236903964, 1.3078058336710534, 0.16424410515379131, 0.06882998138032456, 5.6277848749595606e-05, -0.06981, 0, 60.0]","[1994.3475081147692, -189.9028201135579, 1.352297637175221, 0.1630098547863417, 0.04094447475953817, 0.0012432557145329514, -0.06981, 0.0, 225.23809523809524]",3
326,"[-1, -1, -1, 4, 3]","[1055.5050879883975, -106.27682871372707, 1.507269662995583, 0.14377336091308687, -0.015001860413637805, 0.00027843491387756107, -0.05236, 0, 120.0]","[1994.3475081147692, -189.9028201135579, 1.352297637175221, 0.1630098547863417, 0.04094447475953817, 0.0012432557145329514, -0.06981, 0.0, 225.23809523809524]",3
