id,action_seq,current_state,goal_state,out_action
12,"[-1, -1, -1, -1, 5]","[449.3339568747035, -42.07691425450208, 1.1584265979464572, 0.18275276880263788, 0.05364134111997044, -0.0009107324235008902, -0.08727, 0, 60.0]","[2226.4301882313866, -152.66845159122326, 1.0331009441720986, 0.20855841029497774, 0.1451897896240523, -0.0069492517159802595, -0.10472, 0.0, 2180.6349206349205]",10
12,"[-1, -1, -1, 5, 10]","[1112.8153228437425, -65.28093696008176, 1.790102029245505, 0.2321859388583581, -0.1275385228661797, -0.03932621916749976, -0.05236, 0.12684496748616697, 2040.0]","[2226.4301882313866, -152.66845159122326, 1.0331009441720986, 0.20855841029497774, 0.1451897896240523, -0.0069492517159802595, -0.10472, 0.0, 2180.6349206349205]",5
12,"[-1, -1, 5, 10, 5]","[1584.1750153887979, -97.55353237480494, 1.164138915067626, 0.18174680795436973, 0.12892435069120267, -0.0003037905651745869, -0.08727, 0, 2100.0]","[2226.4301882313866, -152.66845159122326, 1.0331009441720986, 0.20855841029497774, 0.1451897896240523, -0.0069492517159802595, -0.10472, 0.0, 2180.6349206349205]",4
12,"[-1, 5, 10, 5, 4]","[2077.342615743092, -143.89532270521764, 1.327195505258278, 0.16373382175690826, 0.04903418215195358, 0.0005515186770801252, -0.06981, 0, 2160.0]","[2226.4301882313866, -152.66845159122326, 1.0331009441720986, 0.20855841029497774, 0.1451897896240523, -0.0069492517159802595, -0.10472, 0.0, 2180.6349206349205]",6
13,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1980.922045343396, 33.23497454925164, 1.2382986419408, 0.08298660619692652, 0.19556432221078274, 0.006261329163700534, -0.06981, 0.12684496748616697, 9160.0]",16
13,"[-1, -1, -1, -1, 16]","[857.6037520848663, 6.86637258054445, 1.9139369251948164, 0.2267925089939048, 0.42169141558064904, -0.04120994272701335, -0.03491, 0.1585562093577087, 3810.0]","[1980.922045343396, 33.23497454925164, 1.2382986419408, 0.08298660619692652, 0.19556432221078274, 0.006261329163700534, -0.06981, 0.12684496748616697, 9160.0]",17
13,"[-1, -1, -1, 16, 17]","[1529.1423168893164, 50.14981733602725, 1.1839256717162583, 0.2502315640611686, 0.27256078418173607, -0.04212303734231536, -0.05236, 0.1585562093577087, 7620.0]","[1980.922045343396, 33.23497454925164, 1.2382986419408, 0.08298660619692652, 0.19556432221078274, 0.006261329163700534, -0.06981, 0.12684496748616697, 9160.0]",11
13,"[-1, -1, 16, 17, 11]","[1980.922045343396, 33.23497454925164, 1.2382986419408, 0.08298660619692652, 0.19556432221078274, 0.006261329163700534, -0.06981, 0.12684496748616697, 9160.0]","[1980.922045343396, 33.23497454925164, 1.2382986419408, 0.08298660619692652, 0.19556432221078274, 0.006261329163700534, -0.06981, 0.12684496748616697, 9160.0]",11
14,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1707.8763537539364, -104.59677664573455, 1.4002191505961061, 0.25881663534811133, 0.3653848482519014, -0.048386422520598965, -0.05236, 0.19026745122925046, 2636.8253968253966]",6
14,"[-1, -1, -1, -1, 6]","[424.66869475944657, -39.63812569408468, 1.111020655830407, 0.19596387810733978, 0.09799582187590113, 0.001137482808914173, -0.10472, 0, 60.0]","[1707.8763537539364, -104.59677664573455, 1.4002191505961061, 0.25881663534811133, 0.3653848482519014, -0.048386422520598965, -0.05236, 0.19026745122925046, 2636.8253968253966]",5
14,"[-1, -1, -1, 6, 5]","[872.866062304355, -79.71638634322967, 1.170878446948094, 0.18215377303133998, 0.06693941339165123, -0.0003853669121145498, -0.08727, 0, 120.0]","[1707.8763537539364, -104.59677664573455, 1.4002191505961061, 0.25881663534811133, 0.3653848482519014, -0.048386422520598965, -0.05236, 0.19026745122925046, 2636.8253968253966]",3
14,"[-1, -1, 6, 5, 3]","[1432.3774900194949, -139.73768710817464, 1.5276242528936077, 0.14323226698492358, -0.02195592626176772, 0.0007143493620142272, -0.05236, 0, 180.0]","[1707.8763537539364, -104.59677664573455, 1.4002191505961061, 0.25881663534811133, 0.3653848482519014, -0.048386422520598965, -0.05236, 0.19026745122925046, 2636.8253968253966]",24
14,"[-1, 6, 5, 3, 24]","[1707.8763537539364, -104.59677664573455, 1.4002191505961061, 0.25881663534811133, 0.3653848482519014, -0.048386422520598965, -0.05236, 0.19026745122925046, 2636.8253968253966]","[1707.8763537539364, -104.59677664573455, 1.4002191505961061, 0.25881663534811133, 0.3653848482519014, -0.048386422520598965, -0.05236, 0.19026745122925046, 2636.8253968253966]",24
15,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2046.6024280383192, -279.9857725053021, 1.3367445471267414, 0.14750203065113446, 0.2790043953074014, -0.025330031874039424, -0.05236, 0.12684496748616697, 599.047619047619]",3
15,"[-1, -1, -1, -1, 3]","[559.3034116464789, -64.74060666287147, 1.5558269942118328, 0.14252264743191032, -0.0318765805639669, 0.0013099972286478513, -0.05236, 0, 60.0]","[2046.6024280383192, -279.9857725053021, 1.3367445471267414, 0.14750203065113446, 0.2790043953074014, -0.025330031874039424, -0.05236, 0.12684496748616697, 599.047619047619]",5
15,"[-1, -1, -1, 3, 5]","[1016.772234743022, -99.28387482544456, 1.2034008498647244, 0.18071453568538057, 0.09420880748544046, 0.000920281828625616, -0.08727, 0, 120.0]","[2046.6024280383192, -279.9857725053021, 1.3367445471267414, 0.14750203065113446, 0.2790043953074014, -0.025330031874039424, -0.05236, 0.12684496748616697, 599.047619047619]",1
15,"[-1, -1, 3, 5, 1]","[1885.1510887049828, -306.04075594636106, 2.51602461928695, 0.0856633264700668, -0.18308173141622844, 0.0007388576027059205, -0.01745, 0, 180.0]","[2046.6024280383192, -279.9857725053021, 1.3367445471267414, 0.14750203065113446, 0.2790043953074014, -0.025330031874039424, -0.05236, 0.12684496748616697, 599.047619047619]",10
15,"[-1, 3, 5, 1, 10]","[2046.6024280383192, -279.9857725053021, 1.3367445471267414, 0.14750203065113446, 0.2790043953074014, -0.025330031874039424, -0.05236, 0.12684496748616697, 599.047619047619]","[2046.6024280383192, -279.9857725053021, 1.3367445471267414, 0.14750203065113446, 0.2790043953074014, -0.025330031874039424, -0.05236, 0.12684496748616697, 599.047619047619]",10
16,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2060.155792262944, -292.16444090078534, 1.1297296501367644, 0.18403925659793888, -0.050336681125007075, -0.0024022922287532207, -0.08727, 0.0, 193.17460317460316]",3
16,"[-1, -1, -1, -1, 3]","[559.3034116464789, -64.74060666287147, 1.5558269942118328, 0.14252264743191032, -0.0318765805639669, 0.0013099972286478513, -0.05236, 0, 60.0]","[2060.155792262944, -292.16444090078534, 1.1297296501367644, 0.18403925659793888, -0.050336681125007075, -0.0024022922287532207, -0.08727, 0.0, 193.17460317460316]",1
16,"[-1, -1, -1, 3, 1]","[1439.4397032463385, -258.11571559457445, 2.491100154300319, 0.08605105265114815, -0.1703899910282595, 0.00053142796282157, -0.01745, 0, 120.0]","[2060.155792262944, -292.16444090078534, 1.1297296501367644, 0.18403925659793888, -0.050336681125007075, -0.0024022922287532207, -0.08727, 0.0, 193.17460317460316]",4
16,"[-1, -1, 3, 1, 4]","[1960.4574514587027, -288.9710356724867, 1.4606567315491634, 0.1603711616380568, -0.02943131957395011, 0.004062166265662426, -0.06981, 0, 180.0]","[2060.155792262944, -292.16444090078534, 1.1297296501367644, 0.18403925659793888, -0.050336681125007075, -0.0024022922287532207, -0.08727, 0.0, 193.17460317460316]",5
16,"[-1, 3, 1, 4, 5]","[2060.155792262944, -292.16444090078534, 1.1297296501367644, 0.18403925659793888, -0.050336681125007075, -0.0024022922287532207, -0.08727, 0, 193.17460317460316]","[2060.155792262944, -292.16444090078534, 1.1297296501367644, 0.18403925659793888, -0.050336681125007075, -0.0024022922287532207, -0.08727, 0.0, 193.17460317460316]",5
17,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1868.723810831071, 14.743778583578804, 1.465361491090952, 0.07128980443903164, -0.16197271795942456, 0.013949346524899387, -0.06981, 0.12684496748616697, 7000.0]",10
17,"[-1, -1, -1, -1, 10]","[658.6005474809942, -28.942159302772783, 1.7962971987183782, 0.23170671604946735, -0.17426008521119346, -0.039197141901621, -0.05236, 0.12684496748616697, 1980.0]","[1868.723810831071, 14.743778583578804, 1.465361491090952, 0.07128980443903164, -0.16197271795942456, 0.013949346524899387, -0.06981, 0.12684496748616697, 7000.0]",16
17,"[-1, -1, -1, 10, 16]","[1526.1554125907307, 17.73528136231, 1.8237981403551162, 0.23095723785179703, 0.20066336010716632, -0.042463099527020536, -0.03491, 0.1585562093577087, 5790.0]","[1868.723810831071, 14.743778583578804, 1.465361491090952, 0.07128980443903164, -0.16197271795942456, 0.013949346524899387, -0.06981, 0.12684496748616697, 7000.0]",11
17,"[-1, -1, 10, 16, 11]","[1868.723810831071, 14.743778583578804, 1.465361491090952, 0.07128980443903164, -0.16197271795942456, 0.013949346524899387, -0.06981, 0.12684496748616697, 7000.0]","[1868.723810831071, 14.743778583578804, 1.465361491090952, 0.07128980443903164, -0.16197271795942456, 0.013949346524899387, -0.06981, 0.12684496748616697, 7000.0]",11
18,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2218.198124868887, -266.6047317034456, 1.5795716018020411, 0.14178651133329817, -0.07275042159437453, 0.0017912677372459117, -0.05236, 0.0, 201.9047619047619]",2
18,"[-1, -1, -1, -1, 2]","[669.2287603240479, -95.75193694986872, 1.6797456046651493, 0.12236049247733556, -0.021983999122508584, -0.0017606134186559596, -0.03491, 0, 60.0]","[2218.198124868887, -266.6047317034456, 1.5795716018020411, 0.14178651133329817, -0.07275042159437453, 0.0017912677372459117, -0.05236, 0.0, 201.9047619047619]",2
18,"[-1, -1, -1, 2, 2]","[1341.1819870116638, -174.7395289260939, 1.7792229686063885, 0.11995453200902928, -0.0416263821905009, -0.00021851824618996014, -0.03491, 0, 120.0]","[2218.198124868887, -266.6047317034456, 1.5795716018020411, 0.14178651133329817, -0.07275042159437453, 0.0017912677372459117, -0.05236, 0.0, 201.9047619047619]",2
18,"[-1, -1, 2, 2, 2]","[2014.278279542434, -251.80475997461127, 1.7921819174183355, 0.11966904597606519, -0.04601994590176305, -2.465386875019774e-05, -0.03491, 0, 180.0]","[2218.198124868887, -266.6047317034456, 1.5795716018020411, 0.14178651133329817, -0.07275042159437453, 0.0017912677372459117, -0.05236, 0.0, 201.9047619047619]",3
