id,action_seq,current_state,goal_state,out_action
217,"[-1, -1, 4, 3, 4]","[1552.6946707005065, -146.40607204173338, 1.3032080450350505, 0.16465822826535448, 0.02316030978298246, -0.00020642248418483315, -0.06981, 0, 180.0]","[1842.9607425263964, -170.2575646177707, 1.20733365642296, 0.18091086719510896, 0.05368448499738189, 0.0008936826973169099, -0.08727, 0.0, 218.73015873015873]",5
217,"[-1, 4, 3, 4, 5]","[1842.9607425263964, -170.2575646177707, 1.20733365642296, 0.18091086719510896, 0.05368448499738189, 0.0008936826973169099, -0.08727, 0, 218.73015873015873]","[1842.9607425263964, -170.2575646177707, 1.20733365642296, 0.18091086719510896, 0.05368448499738189, 0.0008936826973169099, -0.08727, 0.0, 218.73015873015873]",5
218,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2057.343625435217, 45.898307974275475, 2.3025996258155588, 0.09103009159768306, 0.32658470891118724, 0.018746638550453498, -0.03491, 0.19026745122925046, 9804.444444444445]",3
218,"[-1, -1, -1, -1, 3]","[559.5548653512201, -64.43389144133145, 1.5469528870308702, 0.14278518106604685, -0.026724926328013165, 0.0011418132414958686, -0.05236, 0, 60.0]","[2057.343625435217, 45.898307974275475, 2.3025996258155588, 0.09103009159768306, 0.32658470891118724, 0.018746638550453498, -0.03491, 0.19026745122925046, 9804.444444444445]",17
218,"[-1, -1, -1, 3, 17]","[1247.9023761378335, -42.937274167183766, 1.9328666174547988, 0.2264182734039369, -0.027795880706201787, -0.050432304005610155, -0.05236, 0.1585562093577087, 3870.0]","[2057.343625435217, 45.898307974275475, 2.3025996258155588, 0.09103009159768306, 0.32658470891118724, 0.018746638550453498, -0.03491, 0.19026745122925046, 9804.444444444445]",23
218,"[-1, -1, 3, 17, 23]","[2057.343625435217, 45.898307974275475, 2.3025996258155588, 0.09103009159768306, 0.32658470891118724, 0.018746638550453498, -0.03491, 0.19026745122925046, 9804.444444444445]","[2057.343625435217, 45.898307974275475, 2.3025996258155588, 0.09103009159768306, 0.32658470891118724, 0.018746638550453498, -0.03491, 0.19026745122925046, 9804.444444444445]",23
219,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1856.8189474331405, -250.20703871281944, 1.8102657446855914, 0.07227328086790881, 0.24926569066449208, 0.029008960381726345, -0.05236, 0.12684496748616697, 1288.0952380952383]",3
219,"[-1, -1, -1, -1, 3]","[559.5548653512201, -64.43389144133145, 1.5469528870308702, 0.14278518106604685, -0.026724926328013165, 0.0011418132414958686, -0.05236, 0, 60.0]","[1856.8189474331405, -250.20703871281944, 1.8102657446855914, 0.07227328086790881, 0.24926569066449208, 0.029008960381726345, -0.05236, 0.12684496748616697, 1288.0952380952383]",1
219,"[-1, -1, -1, 3, 1]","[1439.3956987597937, -257.7995884488589, 2.4887339223921363, 0.08608616240448101, -0.16989056710030964, 0.0005147215276371034, -0.01745, 0, 120.0]","[1856.8189474331405, -250.20703871281944, 1.8102657446855914, 0.07227328086790881, 0.24926569066449208, 0.029008960381726345, -0.05236, 0.12684496748616697, 1288.0952380952383]",10
219,"[-1, -1, 3, 1, 10]","[1856.8189474331405, -250.20703871281944, 1.8102657446855914, 0.07227328086790881, 0.24926569066449208, 0.029008960381726345, -0.05236, 0.12684496748616697, 1288.0952380952383]","[1856.8189474331405, -250.20703871281944, 1.8102657446855914, 0.07227328086790881, 0.24926569066449208, 0.029008960381726345, -0.05236, 0.12684496748616697, 1288.0952380952383]",10
220,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1764.477392404491, -169.72200828017583, 1.297678840746885, 0.1647682978820617, 0.03705239739453755, -0.0003455937605963841, -0.06981, 0.0, 197.46031746031747]",3
220,"[-1, -1, -1, -1, 3]","[559.5548653512201, -64.43389144133145, 1.5469528870308702, 0.14278518106604685, -0.026724926328013165, 0.0011418132414958686, -0.05236, 0, 60.0]","[1764.477392404491, -169.72200828017583, 1.297678840746885, 0.1647682978820617, 0.03705239739453755, -0.0003455937605963841, -0.06981, 0.0, 197.46031746031747]",3
220,"[-1, -1, -1, 3, 3]","[1124.3644028656402, -116.76327381860509, 1.4924470372333118, 0.14417270960644138, 0.007434920652117086, -1.944946186530516e-05, -0.05236, 0, 120.0]","[1764.477392404491, -169.72200828017583, 1.297678840746885, 0.1647682978820617, 0.03705239739453755, -0.0003455937605963841, -0.06981, 0.0, 197.46031746031747]",4
220,"[-1, -1, 3, 3, 4]","[1620.7205717109468, -157.193171233584, 1.306980269946621, 0.1645247888117069, 0.02372863058958738, -9.493849890313047e-05, -0.06981, 0, 180.0]","[1764.477392404491, -169.72200828017583, 1.297678840746885, 0.1647682978820617, 0.03705239739453755, -0.0003455937605963841, -0.06981, 0.0, 197.46031746031747]",4
220,"[-1, 3, 3, 4, 4]","[1764.477392404491, -169.72200828017583, 1.297678840746885, 0.1647682978820617, 0.03705239739453755, -0.0003455937605963841, -0.06981, 0, 197.46031746031747]","[1764.477392404491, -169.72200828017583, 1.297678840746885, 0.1647682978820617, 0.03705239739453755, -0.0003455937605963841, -0.06981, 0.0, 197.46031746031747]",4
221,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1690.0324620282668, -223.86137759710473, 1.2975630877503417, 0.15111963421486557, 0.037278081971498185, -0.004629450714270892, -0.05236, 0.0, 2039.6825396825398]",8
221,"[-1, -1, -1, -1, 8]","[1099.8322064072456, -201.42775169904294, 3.191244688488466, 0.18857901870956953, -0.1415200119021767, -0.049976756669608866, -0.01745, 0.12684496748616697, 1980.0]","[1690.0324620282668, -223.86137759710473, 1.2975630877503417, 0.15111963421486557, 0.037278081971498185, -0.004629450714270892, -0.05236, 0.0, 2039.6825396825398]",3
221,"[-1, -1, -1, 8, 3]","[1690.0324620282668, -223.86137759710473, 1.2975630877503417, 0.15111963421486557, 0.037278081971498185, -0.004629450714270892, -0.05236, 0, 2039.6825396825398]","[1690.0324620282668, -223.86137759710473, 1.2975630877503417, 0.15111963421486557, 0.037278081971498185, -0.004629450714270892, -0.05236, 0.0, 2039.6825396825398]",3
222,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1867.1091352341382, -295.83966908256167, 1.5094534173088157, 0.14209034703254786, 0.17231585095303212, 0.0006975768775751275, -0.05236, 0.0, 151.5873015873016]",2
222,"[-1, -1, -1, -1, 2]","[669.1997063306001, -95.64383125719326, 1.6894554012413938, 0.12209118068908624, -0.024539620129299368, -0.001610730136986043, -0.03491, 0, 60.0]","[1867.1091352341382, -295.83966908256167, 1.5094534173088157, 0.14209034703254786, 0.17231585095303212, 0.0006975768775751275, -0.05236, 0.0, 151.5873015873016]",1
222,"[-1, -1, -1, 2, 1]","[1549.409413475973, -282.55213108812467, 2.474605500875075, 0.08626274620052186, -0.16755826824657133, 0.00040278448171390417, -0.01745, 0, 120.0]","[1867.1091352341382, -295.83966908256167, 1.5094534173088157, 0.14209034703254786, 0.17231585095303212, 0.0006975768775751275, -0.05236, 0.0, 151.5873015873016]",3
222,"[-1, -1, 2, 1, 3]","[1867.1091352341382, -295.83966908256167, 1.5094534173088157, 0.14209034703254786, 0.17231585095303212, 0.0006975768775751275, -0.05236, 0, 151.5873015873016]","[1867.1091352341382, -295.83966908256167, 1.5094534173088157, 0.14209034703254786, 0.17231585095303212, 0.0006975768775751275, -0.05236, 0.0, 151.5873015873016]",3
223,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1638.8928186858113, -147.25239833440966, 1.1237755544523675, 0.19594545622609297, 0.061419736152983864, 0.0015189446619618813, -0.10472, 0.0, 218.4126984126984]",5
223,"[-1, -1, -1, -1, 5]","[449.21176849063545, -42.10344607264775, 1.163934494883552, 0.18253539385567596, 0.05752902384461152, -0.0006674080431381201, -0.08727, 0, 60.0]","[1638.8928186858113, -147.25239833440966, 1.1237755544523675, 0.19594545622609297, 0.061419736152983864, 0.0015189446619618813, -0.10472, 0.0, 218.4126984126984]",6
223,"[-1, -1, -1, 5, 6]","[870.7936463300326, -78.67687030062365, 1.1034009355938723, 0.19722375641519943, 0.09139638106378581, 0.0002533061433595869, -0.10472, 0, 120.0]","[1638.8928186858113, -147.25239833440966, 1.1237755544523675, 0.19594545622609297, 0.061419736152983864, 0.0015189446619618813, -0.10472, 0.0, 218.4126984126984]",4
223,"[-1, -1, 5, 6, 4]","[1365.3873347246913, -125.98261801056215, 1.3145284913751516, 0.164086510990831, 0.05179326271176957, 0.00017456194425098496, -0.06981, 0, 180.0]","[1638.8928186858113, -147.25239833440966, 1.1237755544523675, 0.19594545622609297, 0.061419736152983864, 0.0015189446619618813, -0.10472, 0.0, 218.4126984126984]",6
223,"[-1, 5, 6, 4, 6]","[1638.8928186858113, -147.25239833440966, 1.1237755544523675, 0.19594545622609297, 0.061419736152983864, 0.0015189446619618813, -0.10472, 0, 218.4126984126984]","[1638.8928186858113, -147.25239833440966, 1.1237755544523675, 0.19594545622609297, 0.061419736152983864, 0.0015189446619618813, -0.10472, 0.0, 218.4126984126984]",6
224,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1970.7317127311837, -433.29003715267436, 1.1684323129509728, 0.18269596730404605, -0.08887845324067327, -0.0006917251282581095, -0.08727, 0.0, 4324.603174603175]",20
224,"[-1, -1, -1, -1, 20]","[475.7263505971204, -23.4968915086083, 0.8835992900346865, 0.28584561686152615, 0.011800634369868227, -0.06944515422534021, -0.10472, 0.1585562093577087, 3810.0]","[1970.7317127311837, -433.29003715267436, 1.1684323129509728, 0.18269596730404605, -0.08887845324067327, -0.0006917251282581095, -0.08727, 0.0, 4324.603174603175]",7
224,"[-1, -1, -1, 20, 7]","[597.6863090247822, -164.89824203610226, 4.3620811974882985, 0.14488255136019598, -1.0082380987414572, -0.057335392828997155, -0.0, 0.12684496748616697, 4218.571428571428]","[1970.7317127311837, -433.29003715267436, 1.1684323129509728, 0.18269596730404605, -0.08887845324067327, -0.0006917251282581095, -0.08727, 0.0, 4324.603174603175]",1
224,"[-1, -1, 20, 7, 1]","[1598.689041513774, -422.5234688966301, 2.5023370389875788, 0.08651247758054471, -0.08574287571401379, 0.0005314239675281558, -0.01745, 0, 4278.571428571428]","[1970.7317127311837, -433.29003715267436, 1.1684323129509728, 0.18269596730404605, -0.08887845324067327, -0.0006917251282581095, -0.08727, 0.0, 4324.603174603175]",5
224,"[-1, 20, 7, 1, 5]","[1970.7317127311837, -433.29003715267436, 1.1684323129509728, 0.18269596730404605, -0.08887845324067327, -0.0006917251282581095, -0.08727, 0, 4324.603174603175]","[1970.7317127311837, -433.29003715267436, 1.1684323129509728, 0.18269596730404605, -0.08887845324067327, -0.0006917251282581095, -0.08727, 0.0, 4324.603174603175]",5
225,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1801.4485643334103, -368.60919784815655, 1.0969027771239293, 0.2107968294903628, 0.014384205792569453, -0.04553054446292416, -0.05236, 0.19026745122925046, 6199.047619047619]",20
225,"[-1, -1, -1, -1, 20]","[475.7263505971204, -23.4968915086083, 0.8835992900346865, 0.28584561686152615, 0.011800634369868227, -0.06944515422534021, -0.10472, 0.1585562093577087, 3810.0]","[1801.4485643334103, -368.60919784815655, 1.0969027771239293, 0.2107968294903628, 0.014384205792569453, -0.04553054446292416, -0.05236, 0.19026745122925046, 6199.047619047619]",7
225,"[-1, -1, -1, 20, 7]","[597.6863090247822, -164.89824203610226, 4.3620811974882985, 0.14488255136019598, -1.0082380987414572, -0.057335392828997155, -0.0, 0.12684496748616697, 4218.571428571428]","[1801.4485643334103, -368.60919784815655, 1.0969027771239293, 0.2107968294903628, 0.014384205792569453, -0.04553054446292416, -0.05236, 0.19026745122925046, 6199.047619047619]",1
225,"[-1, -1, 20, 7, 1]","[1598.689041513774, -422.5234688966301, 2.5023370389875788, 0.08651247758054471, -0.08574287571401379, 0.0005314239675281558, -0.01745, 0, 4278.571428571428]","[1801.4485643334103, -368.60919784815655, 1.0969027771239293, 0.2107968294903628, 0.014384205792569453, -0.04553054446292416, -0.05236, 0.19026745122925046, 6199.047619047619]",24
225,"[-1, 20, 7, 1, 24]","[1801.4485643334103, -368.60919784815655, 1.0969027771239293, 0.2107968294903628, 0.014384205792569453, -0.04553054446292416, -0.05236, 0.19026745122925046, 6199.047619047619]","[1801.4485643334103, -368.60919784815655, 1.0969027771239293, 0.2107968294903628, 0.014384205792569453, -0.04553054446292416, -0.05236, 0.19026745122925046, 6199.047619047619]",24
226,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1892.1420465602648, -420.5305999082054, 1.3195341429180416, 0.14832248506784126, -0.24827966903479792, -0.0038870314565769113, -0.05236, 0.0, 5616.507936507936]",19
226,"[-1, -1, -1, -1, 19]","[535.3258304576225, -13.417216627478174, 1.2467101800317468, 0.24414675792570573, 0.42569496160111236, -0.05232134767274729, -0.08727, 0.1585562093577087, 3810.0]","[1892.1420465602648, -420.5305999082054, 1.3195341429180416, 0.14832248506784126, -0.24827966903479792, -0.0038870314565769113, -0.05236, 0.0, 5616.507936507936]",21
226,"[-1, -1, -1, 19, 21]","[725.0936181680523, -187.40807384941965, 5.240578936465902, 0.19600723182587446, -0.9963832194640403, -0.07959017039436962, -0.0, 0.19026745122925046, 5540.15873015873]","[1892.1420465602648, -420.5305999082054, 1.3195341429180416, 0.14832248506784126, -0.24827966903479792, -0.0038870314565769113, -0.05236, 0.0, 5616.507936507936]",1
226,"[-1, -1, 19, 21, 1]","[1741.0936210261161, -430.8997883567077, 2.448209751944928, 0.08717978217997803, -0.07075602800782693, 0.00010473496927175283, -0.01745, 0, 5600.15873015873]","[1892.1420465602648, -420.5305999082054, 1.3195341429180416, 0.14832248506784126, -0.24827966903479792, -0.0038870314565769113, -0.05236, 0.0, 5616.507936507936]",3
226,"[-1, 19, 21, 1, 3]","[1892.1420465602648, -420.5305999082054, 1.3195341429180416, 0.14832248506784126, -0.24827966903479792, -0.0038870314565769113, -0.05236, 0, 5616.507936507936]","[1892.1420465602648, -420.5305999082054, 1.3195341429180416, 0.14832248506784126, -0.24827966903479792, -0.0038870314565769113, -0.05236, 0.0, 5616.507936507936]",3
227,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1845.179720723397, -416.09781842167314, 0.9163437297951222, 0.19382473324128624, 0.03715150056082431, -0.02475184290307891, -0.05236, 0.0, 4422.063492063492]",19
227,"[-1, -1, -1, -1, 19]","[535.3258304576225, -13.417216627478174, 1.2467101800317468, 0.24414675792570573, 0.42569496160111236, -0.05232134767274729, -0.08727, 0.1585562093577087, 3810.0]","[1845.179720723397, -416.09781842167314, 0.9163437297951222, 0.19382473324128624, 0.03715150056082431, -0.02475184290307891, -0.05236, 0.0, 4422.063492063492]",7
227,"[-1, -1, -1, 19, 7]","[712.299948930351, -176.3956943379082, 4.641417800072349, 0.11079567225886529, -1.0357093497506742, -0.0375632594310774, -0.0, 0.12684496748616697, 4349.523809523809]","[1845.179720723397, -416.09781842167314, 0.9163437297951222, 0.19382473324128624, 0.03715150056082431, -0.02475184290307891, -0.05236, 0.0, 4422.063492063492]",1
227,"[-1, -1, 19, 7, 1]","[1718.5889625629866, -435.4392859696313, 2.4930602015415984, 0.08663332021195305, -0.08093189724049872, 0.00045744520305379297, -0.01745, 0, 4409.523809523809]","[1845.179720723397, -416.09781842167314, 0.9163437297951222, 0.19382473324128624, 0.03715150056082431, -0.02475184290307891, -0.05236, 0.0, 4422.063492063492]",3
227,"[-1, 19, 7, 1, 3]","[1845.179720723397, -416.09781842167314, 0.9163437297951222, 0.19382473324128624, 0.03715150056082431, -0.02475184290307891, -0.05236, 0, 4422.063492063492]","[1845.179720723397, -416.09781842167314, 0.9163437297951222, 0.19382473324128624, 0.03715150056082431, -0.02475184290307891, -0.05236, 0.0, 4422.063492063492]",3
228,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2025.828550845615, 169.99586103091482, 2.0949755477804026, 0.21666412305272564, 0.22266347854113963, -0.06135209867660266, -0.03491, 0.19026745122925046, 14710.0]",18
228,"[-1, -1, -1, -1, 18]","[594.1619586397131, -22.682788913521126, 2.2158436295201587, 0.25147771347201087, 0.1895411531924279, -0.039919798955651065, -0.06981, 0.1585562093577087, 3810.0]","[2025.828550845615, 169.99586103091482, 2.0949755477804026, 0.21666412305272564, 0.22266347854113963, -0.06135209867660266, -0.03491, 0.19026745122925046, 14710.0]",23
228,"[-1, -1, -1, 18, 23]","[1458.3951496089337, 87.75065128085583, 2.3344146089033457, 0.21043457956015874, 0.24125083667996572, -0.054955600216025795, -0.03491, 0.19026745122925046, 10350.0]","[2025.828550845615, 169.99586103091482, 2.0949755477804026, 0.21666412305272564, 0.22266347854113963, -0.06135209867660266, -0.03491, 0.19026745122925046, 14710.0]",23
228,"[-1, -1, 18, 23, 23]","[2025.828550845615, 169.99586103091482, 2.0949755477804026, 0.21666412305272564, 0.22266347854113963, -0.06135209867660266, -0.03491, 0.19026745122925046, 14710.0]","[2025.828550845615, 169.99586103091482, 2.0949755477804026, 0.21666412305272564, 0.22266347854113963, -0.06135209867660266, -0.03491, 0.19026745122925046, 14710.0]",23
229,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1631.1064212942679, -268.913402893445, 1.3500196831606985, 0.16303606841775284, 0.044238938009144815, 0.0011729166750400668, -0.06981, 0.0, 141.5873015873016]",1
229,"[-1, -1, -1, -1, 1]","[871.6584082737479, -218.96540110494502, 2.5382788578932645, 0.08544384351349288, -0.18326253989865432, 0.0009103407834252284, -0.01745, 0, 60.0]","[1631.1064212942679, -268.913402893445, 1.3500196831606985, 0.16303606841775284, 0.044238938009144815, 0.0011729166750400668, -0.06981, 0.0, 141.5873015873016]",3
229,"[-1, -1, -1, 1, 3]","[1454.0628867548917, -254.11558638293218, 1.3933615508912391, 0.14705811253540485, 0.055047189967188354, -0.0022160928583758338, -0.05236, 0, 120.0]","[1631.1064212942679, -268.913402893445, 1.3500196831606985, 0.16303606841775284, 0.044238938009144815, 0.0011729166750400668, -0.06981, 0.0, 141.5873015873016]",4
229,"[-1, -1, 1, 3, 4]","[1631.1064212942679, -268.913402893445, 1.3500196831606985, 0.16303606841775284, 0.044238938009144815, 0.0011729166750400668, -0.06981, 0, 141.5873015873016]","[1631.1064212942679, -268.913402893445, 1.3500196831606985, 0.16303606841775284, 0.044238938009144815, 0.0011729166750400668, -0.06981, 0.0, 141.5873015873016]",4
230,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1817.2612624077824, 128.62862818882792, 2.1585301802716295, 0.05203600465414872, 0.4045948528323025, 0.047191353407392285, -0.05236, 0.19026745122925046, 13654.603174603175]",18
230,"[-1, -1, -1, -1, 18]","[594.1619586397131, -22.682788913521126, 2.2158436295201587, 0.25147771347201087, 0.1895411531924279, -0.039919798955651065, -0.06981, 0.1585562093577087, 3810.0]","[1817.2612624077824, 128.62862818882792, 2.1585301802716295, 0.05203600465414872, 0.4045948528323025, 0.047191353407392285, -0.05236, 0.19026745122925046, 13654.603174603175]",23
230,"[-1, -1, -1, 18, 23]","[1458.3951496089337, 87.75065128085583, 2.3344146089033457, 0.21043457956015874, 0.24125083667996572, -0.054955600216025795, -0.03491, 0.19026745122925046, 10350.0]","[1817.2612624077824, 128.62862818882792, 2.1585301802716295, 0.05203600465414872, 0.4045948528323025, 0.047191353407392285, -0.05236, 0.19026745122925046, 13654.603174603175]",24
230,"[-1, -1, 18, 23, 24]","[1817.2612624077824, 128.62862818882792, 2.1585301802716295, 0.05203600465414872, 0.4045948528323025, 0.047191353407392285, -0.05236, 0.19026745122925046, 13654.603174603175]","[1817.2612624077824, 128.62862818882792, 2.1585301802716295, 0.05203600465414872, 0.4045948528323025, 0.047191353407392285, -0.05236, 0.19026745122925046, 13654.603174603175]",24
231,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2031.4303587715244, -498.3962149410312, 2.477636339936667, 0.08625462511181077, -0.16473489171760572, 0.000422183466651602, -0.01745, 0.0, 4308.095238095238]",20
231,"[-1, -1, -1, -1, 20]","[475.7263505971204, -23.4968915086083, 0.8835992900346865, 0.28584561686152615, 0.011800634369868227, -0.06944515422534021, -0.10472, 0.1585562093577087, 3810.0]","[2031.4303587715244, -498.3962149410312, 2.477636339936667, 0.08625462511181077, -0.16473489171760572, 0.000422183466651602, -0.01745, 0.0, 4308.095238095238]",7
231,"[-1, -1, -1, 20, 7]","[597.6863090247822, -164.89824203610226, 4.3620811974882985, 0.14488255136019598, -1.0082380987414572, -0.057335392828997155, -0.0, 0.12684496748616697, 4218.571428571428]","[2031.4303587715244, -498.3962149410312, 2.477636339936667, 0.08625462511181077, -0.16473489171760572, 0.000422183466651602, -0.01745, 0.0, 4308.095238095238]",1
231,"[-1, -1, 20, 7, 1]","[1598.689041513774, -422.5234688966301, 2.5023370389875788, 0.08651247758054471, -0.08574287571401379, 0.0005314239675281558, -0.01745, 0, 4278.571428571428]","[2031.4303587715244, -498.3962149410312, 2.477636339936667, 0.08625462511181077, -0.16473489171760572, 0.000422183466651602, -0.01745, 0.0, 4308.095238095238]",1
231,"[-1, 20, 7, 1, 1]","[2031.4303587715244, -498.3962149410312, 2.477636339936667, 0.08625462511181077, -0.16473489171760572, 0.000422183466651602, -0.01745, 0, 4308.095238095238]","[2031.4303587715244, -498.3962149410312, 2.477636339936667, 0.08625462511181077, -0.16473489171760572, 0.000422183466651602, -0.01745, 0.0, 4308.095238095238]",1
232,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1823.4883389300128, 61.391193855358594, 1.2738859222001575, 0.0922436107851265, -0.06628367823108644, -0.0039055242742279954, -0.05236, 0.1585562093577087, 8486.825396825398]",16
232,"[-1, -1, -1, -1, 16]","[855.4820158348386, 1.5888738691776723, 1.9347421324553293, 0.20327946863855656, 0.3590744756281868, -0.05523406628839869, -0.03491, 0.1585562093577087, 3810.0]","[1823.4883389300128, 61.391193855358594, 1.2738859222001575, 0.0922436107851265, -0.06628367823108644, -0.0039055242742279954, -0.05236, 0.1585562093577087, 8486.825396825398]",16
232,"[-1, -1, -1, 16, 16]","[1691.7240321317472, 27.675483144035113, 2.4359731876214017, 0.21256600932478797, 0.23611689264719365, -0.05225485557997535, -0.03491, 0.1585562093577087, 7620.0]","[1823.4883389300128, 61.391193855358594, 1.2738859222001575, 0.0922436107851265, -0.06628367823108644, -0.0039055242742279954, -0.05236, 0.1585562093577087, 8486.825396825398]",17
232,"[-1, -1, 16, 16, 17]","[1823.4883389300128, 61.391193855358594, 1.2738859222001575, 0.0922436107851265, -0.06628367823108644, -0.0039055242742279954, -0.05236, 0.1585562093577087, 8486.825396825398]","[1823.4883389300128, 61.391193855358594, 1.2738859222001575, 0.0922436107851265, -0.06628367823108644, -0.0039055242742279954, -0.05236, 0.1585562093577087, 8486.825396825398]",17
233,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1865.553857885264, -242.40903174005788, 1.4061469620731717, 0.1615816062617105, 0.03753202054387209, 0.0027071081796540435, -0.06981, 0.0, 2073.4920634920636]",8
233,"[-1, -1, -1, -1, 8]","[1099.8322064072456, -201.42775169904294, 3.191244688488466, 0.18857901870956953, -0.1415200119021767, -0.049976756669608866, -0.01745, 0.12684496748616697, 1980.0]","[1865.553857885264, -242.40903174005788, 1.4061469620731717, 0.1615816062617105, 0.03753202054387209, 0.0027071081796540435, -0.06981, 0.0, 2073.4920634920636]",5
233,"[-1, -1, -1, 8, 5]","[1590.9026925558635, -210.83842324193603, 0.9938896529772675, 0.2001816772878786, 0.11646188054644321, -0.012412880955255516, -0.08727, 0, 2040.0]","[1865.553857885264, -242.40903174005788, 1.4061469620731717, 0.1615816062617105, 0.03753202054387209, 0.0027071081796540435, -0.06981, 0.0, 2073.4920634920636]",4
233,"[-1, -1, 8, 5, 4]","[1865.553857885264, -242.40903174005788, 1.4061469620731717, 0.1615816062617105, 0.03753202054387209, 0.0027071081796540435, -0.06981, 0, 2073.4920634920636]","[1865.553857885264, -242.40903174005788, 1.4061469620731717, 0.1615816062617105, 0.03753202054387209, 0.0027071081796540435, -0.06981, 0.0, 2073.4920634920636]",4
234,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1826.684700505155, -50.125565993157664, 1.4611647831129533, 0.14086078746031525, -0.006187268164756178, 0.011043393705323546, -0.06981, 0.12684496748616697, 5488.571428571428]",16
234,"[-1, -1, -1, -1, 16]","[855.4820158348386, 1.5888738691776723, 1.9347421324553293, 0.20327946863855656, 0.3590744756281868, -0.05523406628839869, -0.03491, 0.1585562093577087, 3810.0]","[1826.684700505155, -50.125565993157664, 1.4611647831129533, 0.14086078746031525, -0.006187268164756178, 0.011043393705323546, -0.06981, 0.12684496748616697, 5488.571428571428]",4
234,"[-1, -1, -1, 16, 4]","[1350.0926869456403, -33.634466972953305, 1.4076076603671765, 0.16155459423469948, 0.035889798441119294, 0.0027442289492507666, -0.06981, 0, 3870.0]","[1826.684700505155, -50.125565993157664, 1.4611647831129533, 0.14086078746031525, -0.006187268164756178, 0.011043393705323546, -0.06981, 0.12684496748616697, 5488.571428571428]",11
234,"[-1, -1, 16, 4, 11]","[1826.684700505155, -50.125565993157664, 1.4611647831129533, 0.14086078746031525, -0.006187268164756178, 0.011043393705323546, -0.06981, 0.12684496748616697, 5488.571428571428]","[1826.684700505155, -50.125565993157664, 1.4611647831129533, 0.14086078746031525, -0.006187268164756178, 0.011043393705323546, -0.06981, 0.12684496748616697, 5488.571428571428]",11
235,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2013.3593412305513, -439.42458552245483, 1.2741347992395722, 0.16504073257026278, -0.16009787262450692, -0.0010626837381774797, -0.06981, 0.0, 4443.492063492064]",19
235,"[-1, -1, -1, -1, 19]","[535.3258304576225, -13.417216627478174, 1.2467101800317468, 0.24414675792570573, 0.42569496160111236, -0.05232134767274729, -0.08727, 0.1585562093577087, 3810.0]","[2013.3593412305513, -439.42458552245483, 1.2741347992395722, 0.16504073257026278, -0.16009787262450692, -0.0010626837381774797, -0.06981, 0.0, 4443.492063492064]",7
235,"[-1, -1, -1, 19, 7]","[712.299948930351, -176.3956943379082, 4.641417800072349, 0.11079567225886529, -1.0357093497506742, -0.0375632594310774, -0.0, 0.12684496748616697, 4349.523809523809]","[2013.3593412305513, -439.42458552245483, 1.2741347992395722, 0.16504073257026278, -0.16009787262450692, -0.0010626837381774797, -0.06981, 0.0, 4443.492063492064]",1
235,"[-1, -1, 19, 7, 1]","[1718.5889625629866, -435.4392859696313, 2.4930602015415984, 0.08663332021195305, -0.08093189724049872, 0.00045744520305379297, -0.01745, 0, 4409.523809523809]","[2013.3593412305513, -439.42458552245483, 1.2741347992395722, 0.16504073257026278, -0.16009787262450692, -0.0010626837381774797, -0.06981, 0.0, 4443.492063492064]",4
235,"[-1, 19, 7, 1, 4]","[2013.3593412305513, -439.42458552245483, 1.2741347992395722, 0.16504073257026278, -0.16009787262450692, -0.0010626837381774797, -0.06981, 0, 4443.492063492064]","[2013.3593412305513, -439.42458552245483, 1.2741347992395722, 0.16504073257026278, -0.16009787262450692, -0.0010626837381774797, -0.06981, 0.0, 4443.492063492064]",4
