id_camino,id_in_seq,current_state,goal_state,out_action,timesteps
387,2,"[1689.6549747768383, -219.39589904452222, 2.4249952615811137, 0.08676670687365656, -0.1750715578867387, 2.716706143218699e-05]","[1964.078507599595, -229.68284857060615, 1.525166588844698, 0.17521580903453568, -0.05277745790833333, 0.010840724661023359]",5,378.4146974946769
388,0,"[0, 0, 1, 0, 0, 0]","[1885.6230968169468, -220.2808695914584, 1.4896683710856382, 0.14418811244575983, 0.025153055206634356, -6.289080022367076e-05]",2,378.4146974946769
388,1,"[669.1997063306001, -95.64383125719326, 1.6894554012413938, 0.12209118068908624, -0.024539620129299368, -0.001610730136986043]","[1885.6230968169468, -220.2808695914584, 1.4896683710856382, 0.14418811244575983, 0.025153055206634356, -6.289080022367076e-05]",2,378.4146974946769
388,2,"[1341.229024587606, -174.45550217334582, 1.7817215752029594, 0.11989579551920738, -0.042485541658168424, -0.00018238008264934348]","[1885.6230968169468, -220.2808695914584, 1.4896683710856382, 0.14418811244575983, 0.025153055206634356, -6.289080022367076e-05]",3,378.4146974946769
389,0,"[0, 0, 1, 0, 0, 0]","[1734.2507731828634, -224.78201553942802, 1.082642586645091, 0.18621702657129868, 0.07308824480583505, -0.0037522023046120227]",8,378.4146974946769
389,1,"[1099.8322064072456, -201.42775169904294, 3.191244688488466, 0.18857901870956953, -0.1415200119021767, -0.049976756669608866]","[1734.2507731828634, -224.78201553942802, 1.082642586645091, 0.18621702657129868, 0.07308824480583505, -0.0037522023046120227]",5,378.4146974946769
389,2,"[1590.9026925558635, -210.83842324193603, 0.9938896529772675, 0.2001816772878786, 0.11646188054644321, -0.012412880955255516]","[1734.2507731828634, -224.78201553942802, 1.082642586645091, 0.18621702657129868, 0.07308824480583505, -0.0037522023046120227]",5,378.4146974946769
390,0,"[0, 0, 1, 0, 0, 0]","[1946.4860888193875, -243.79778197237135, 1.7950911828399665, 0.11960761027273561, -0.046184632471872315, 1.846927451631558e-05]",2,378.4146974946769
390,1,"[669.1997063306001, -95.64383125719326, 1.6894554012413938, 0.12209118068908624, -0.024539620129299368, -0.001610730136986043]","[1946.4860888193875, -243.79778197237135, 1.7950911828399665, 0.11960761027273561, -0.046184632471872315, 1.846927451631558e-05]",2,378.4146974946769
390,2,"[1341.229024587606, -174.45550217334582, 1.7817215752029594, 0.11989579551920738, -0.042485541658168424, -0.00018238008264934348]","[1946.4860888193875, -243.79778197237135, 1.7950911828399665, 0.11960761027273561, -0.046184632471872315, 1.846927451631558e-05]",2,378.4146974946769
391,0,"[0, 0, 1, 0, 0, 0]","[1984.058720012522, -114.52933076440954, 1.5171267434689695, 0.14353312578467806, -0.031818470737433005, 0.0005002357760623957]",17,378.4146974946769
