actions,cost,distance,p_id,states,target,time,xz_distance,mean_error
"[[-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641]]",71.88392008,8.023739152,133,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.646300694829413, -0.9288265457656706, 5.3189225978776316, 0.7632488542210144, -0.0659040231615018, 0.0020554660519761674), (10.279469424121674, -1.6750905088618984, 5.687910758809455, 0.7547629264746634, 0.08421981011775263, 0.005324638323115884), (15.616750319786494, -1.6928324010736198, 4.822522645234317, 0.7768661295367164, 0.16195917248740377, -0.001243755445614223), (20.257663711758752, -1.970676314203565, 4.5928421279505365, 0.7946911395178458, 0.04165570951798995, -0.004121769605910526), (25.170453132027895, -2.7258428523804517, 5.247358863304302, 0.7668642802376254, 0.0006384297912681819, 0.0015986300559152772), (30.559103041962658, -3.267468930309012, 5.338021031141986, 0.7628909489443848, 0.08640279967608512, 0.0026356830010171254), (35.7107484211927, -3.4736410001211495, 4.863120914732568, 0.7785115804475116, 0.11229545810145122, -0.0012065956930329958), (40.7532628750766, -4.2743038651800305, 5.6301550347374185, 0.6366749933553576, -0.1319268264451217, -0.004247202113637536), (46.7529942332835, -5.125712851330782, 6.022738923225557, 0.7490488854162146, 0.10966622181068122, 0.00783629458888187), (52.51485678230149, -5.385740304741558, 5.646183776927271, 0.6386378039983938, 0.0072026501352500764, -0.003963839553137589), (58.37629038140561, -6.26677167500247, 6.251752197159086, 0.6157967175448049, -0.07374483412720621, -0.0006419292723571367), (64.90002084145816, -7.294695227467762, 6.824313317255966, 0.6022734987136364, -0.03973801037051758, 0.0022918680714117887), (71.87254348535399, -8.381580128988896, 7.345616111027243, 0.5142468598195862, -0.10893464379808145, -0.0010457940899447227), (79.43689726302013, -9.745114989411876, 7.96711910072242, 0.5016822859346395, -0.10427642027197476, 0.0011485366955109352), (82.42271380517721, -10.14182783055429, 7.976668756395288, 0.5882569825816454, -0.014949586705291036, 0.0074542215405994415)]","[82.42716807146955, -9.504018804587648, 0, 0, 0, 0]",0.053497467,0.637824579,0.982761355
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",17.62131304,13.57916074,134,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (23.23865560849328, -14.919228101140556, 13.975820497456986, 0.4957630173973148, -0.25219182012403, 0.01712983669920827), (30.263832482199458, -16.566366419941215, 13.5423208536818, 0.3495874217387653, -0.15898161957400206, 0.005229076660332862)]","[30.26882640330931, -15.643537323237283, 0, 0, 0, 0]",0.019158094,0.922842609,0.095885399
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",21.60323501,13.6167727,135,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (36.206785763486664, -18.262881140960445, 13.836659346318942, 0.3462748588709712, -0.23296957104745603, 0.005745803453231291), (40.492898546403474, -18.693700503039956, 13.060741234002537, 0.7759948413168308, 0.14391857298272923, 0.035603970727173355)]","[40.49965599487891, -14.924172247910553, 0, 0, 0, 0]",0.020796716,3.769534312,1.295551534
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",26.61274976,13.26883084,136,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.866831047195554, -26.33927914636861, 13.877345278305064, 0.3510289089826931, -0.0720459695820932, 0.005648569287501638), (55.203988985802305, -26.649595420838324, 13.151669183020637, 0.35315382207686424, -0.020075043744266587, 0.004584111201567211)]","[55.21583705260757, -24.926172241156454, 0, 0, 0, 0]",0.024110281,1.723463905,1.896248443
"[[-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641]]",58.39200761,7.371856666,137,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.646300694829413, -0.9288265457656706, 5.3189225978776316, 0.7632488542210144, -0.0659040231615018, 0.0020554660519761674), (10.279469424121674, -1.6750905088618984, 5.687910758809455, 0.7547629264746634, 0.08421981011775263, 0.005324638323115884), (15.616750319786494, -1.6928324010736198, 4.822522645234317, 0.7768661295367164, 0.16195917248740377, -0.001243755445614223), (20.257663711758752, -1.970676314203565, 4.5928421279505365, 0.7946911395178458, 0.04165570951798995, -0.004121769605910526), (25.170453132027895, -2.7258428523804517, 5.247358863304302, 0.7668642802376254, 0.0006384297912681819, 0.0015986300559152772), (30.559103041962658, -3.267468930309012, 5.338021031141986, 0.7628909489443848, 0.08640279967608512, 0.0026356830010171254), (35.976290642170426, -3.945624028906698, 5.764719251750047, 0.6328621272412375, -0.081311722586595, -0.0034030331505513676), (42.181537901249484, -5.201663198923586, 6.804833769474803, 0.6012229164008447, -0.0937085463643636, 0.0021862173681960495), (49.15321932326208, -6.120275985926842, 7.047613227370539, 0.5985885522107122, 0.007521867030785466, 0.0033932446592212194), (56.13647016210785, -6.850354205997051, 7.086584571056233, 0.5221270161385564, -0.06510317745391113, -0.0020299784749185402), (63.20783751467042, -7.495385218744379, 6.915850280357584, 0.6006145656696426, 0.04741161939800061, 0.0028354131594125827), (67.87192596591618, -8.220109888821039, 7.327143390753562, 0.3534058003539434, -0.23878591814294567, -0.01252608521755906)]","[67.87780161460488, -7.5308097814533, 0, 0, 0, 0]",0.044725658,0.689325149,1.05314573
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",22.92578497,14.71873288,138,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (45.00901501198624, -24.67698026214071, 14.123913532744423, 0.5043721200038418, 0.05875402748476596, 0.01725755081459413)]","[45.02117639657644, -20.56627774250475, 0, 0, 0, 0]",0.022719576,4.110720509,2.418888911
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",18.07802093,15.68580932,139,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (30.843435331890092, -21.268949536690894, 15.598721679706152, 0.3382751659001009, -0.39217831923276336, 0.008440164839259016)]","[30.847009640863416, -22.83616936464602, 0, 0, 0, 0]",0.017396,1.567223904,0.233004861
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641]]",28.50142721,10.02666016,140,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.542173172121124, -11.875390832646731, 12.464853132393936, 0.4878313849060076, -0.14387558901677358, 0.013533686999395908), (35.45580936574809, -15.069270591439368, 12.565003814992124, 0.20800589592630125, -0.3419279527014634, -0.0059630264979553035), (47.56335700444633, -17.102412131593134, 11.573349518989273, 0.48591045546024925, 0.07818632555066314, 0.01135906794374555), (54.57231028511533, -15.591033104209398, 8.72986340505013, 0.5620362331071042, 0.44461328390410787, 0.011748384816843219)]","[54.57892394008905, -10.71151965368666, 0, 0, 0, 0]",0.029211311,4.879517933,3.037483689
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",38.5585157,13.75379018,141,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (35.6863124933146, -20.445262031227365, 15.087743102513974, 0.16140570219082012, -0.5613396786859866, -0.003845687353253248), (49.595515286706565, -27.152057653784112, 15.492070949639738, 0.3436567287126097, -0.2962784458417736, 0.008102858869104378), (63.8337050367042, -32.76184830215115, 15.378897052292556, 0.16929110490827387, -0.43041047305389935, -0.0040888900239731685), (78.22413245202026, -37.64821927865589, 14.788245797415417, 0.3477379746931929, -0.18455619643103222, 0.0070013967792531455), (88.03847802146092, -37.93096139489308, 12.669339374409185, 0.4893810620606504, 0.19065868088036855, 0.014102133540983238)]","[88.04484178386997, -32.60381391620127, 0, 0, 0, 0]",0.038434203,5.32715128,0.83602689
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",21.60323501,17.41863465,142,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (21.292890374353842, -18.51371814409633, 16.015517041688202, 0.12034007333374941, -0.8756890507219356, -0.0021869901384044235), (34.182430027566845, -29.692869943606816, 17.729530066166088, 0.33682512895155253, -0.5187235994632516, 0.011392939086453295), (39.30680337542433, -31.992951046031347, 17.38317384738041, 0.5380164187795925, -0.2664560720177358, 0.024339984777527617)]","[39.32152978112975, -31.058697266266734, 0, 0, 0, 0]",0.022348723,0.934369837,0.116390688
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",31.81255947,12.17031061,143,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.64208180668842, -28.93316072911778, 15.325850836980468, 0.17000477443202267, -0.42711054094061157, -0.004123273049697646), (64.91130114537856, -31.274423248761444, 13.253409468429375, 0.4948860392055995, 0.15762470311332907, 0.015393210398791105), (69.32466699399073, -30.387647587025192, 11.607450817192737, 0.4771420650729207, 0.3136894421677469, 0.011862472657227422)]","[69.33072335376679, -26.77415856901176, 0, 0, 0, 0]",0.031387287,3.613494093,1.896031117
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641]]",36.54138915,6.577622849,144,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.542173172121124, -11.875390832646731, 12.464853132393936, 0.4878313849060076, -0.14387558901677358, 0.013533686999395908), (35.45580936574809, -15.069270591439368, 12.565003814992124, 0.20800589592630125, -0.3419279527014634, -0.0059630264979553035), (47.56335700444633, -17.102412131593134, 11.573349518989273, 0.48591045546024925, 0.07818632555066314, 0.01135906794374555), (58.23704260608539, -17.788195124375104, 10.363925480037496, 0.2576987935017503, -0.16937476507120663, -0.008172689390289025), (67.42243517246042, -16.88472149272621, 7.5163098692508195, 0.6401575956140249, 0.4812107938757036, 0.013180236988360976), (69.37603738563777, -16.123525783225766, 6.173987605425816, 0.38660701929314406, 0.3648094267890247, -0.013625365829008822)]","[69.37813718851778, -13.918019394960032, 0, 0, 0, 0]",0.037903389,2.205507388,6.247997476
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",19.63843958,13.02255473,145,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (23.23865560849328, -14.919228101140556, 13.975820497456986, 0.4957630173973148, -0.25219182012403, 0.01712983669920827), (35.55883784809631, -17.388638638762664, 12.99713334105104, 0.3526365248368226, -0.0976728796224509, 0.004376808296390961)]","[35.56284542965711, -16.662326833024306, 0, 0, 0, 0]",0.019055627,0.726322862,9.61E-14
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",19.96194101,18.22682227,146,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (21.292890374353842, -18.51371814409633, 16.015517041688202, 0.12034007333374941, -0.8756890507219356, -0.0021869901384044235), (34.066611913144506, -29.62358972139161, 17.72931856695678, 0.336619706663177, -0.5214587735724175, 0.011400149222777314)]","[34.07572390852646, -33.80723266673585, 0, 0, 0, 0]",0.01688325,4.183652868,1.218321106
"[[-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641]]",43.29686013,6.833678685,147,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.825840764969672, -1.7019249877721248, 6.654846780400204, 0.43636821187687697, -0.42472755321768607, -0.008194971997491751), (11.908711666369385, -6.842457062659889, 11.025363585023436, 0.19233536189477055, -0.7062187299455234, -0.005665471857882931), (22.711406100091576, -12.966396779680913, 13.2408691941908, 0.4891246730305965, -0.24749836066403097, 0.015475380102437918), (35.261707686889466, -17.54903064953161, 13.755320196689171, 0.18697182169971044, -0.4179445625067343, -0.004995330939990176), (48.39548084415608, -22.26922313941757, 13.916209922535332, 0.3465331317167194, -0.2249483335255156, 0.005846450431267499), (61.486882871575396, -26.635753063543877, 13.987510524057125, 0.18638639383972225, -0.3886651307695896, -0.004935400634878436), (74.72879563418267, -28.844964901294905, 12.463920455122555, 0.48985924380941354, 0.11930082224926776, 0.013531276294508269), (84.8696191900287, -26.465938726748064, 8.246245918976157, 0.4757112515282536, 0.397937058339965, 0.0032559587192421266), (89.38133470668355, -25.3947573873714, 6.204065229609097, 0.41280791398311745, 0.1409594538746239, -0.014857914967107819)]","[89.38301954752997, -22.563108493782067, 0, 0, 0, 0]",0.041852896,2.831649395,3.121104882
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",29.41960038,14.06359537,148,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (35.4477951124939, -26.01993744988504, 16.772024184421806, 0.13954272468869014, -0.6595011463038345, -0.002783436365487275), (50.26200961185844, -34.319660419423506, 16.894904229279287, 0.3455824353028288, -0.32712909514356725, 0.009942772997384145), (63.865322882050314, -35.23839684221033, 13.812205235288927, 0.4970626737508266, 0.24619777249784752, 0.016776125426612627)]","[63.87027729697392, -32.65001690089241, 0, 0, 0, 0]",0.030721645,2.588384683,0.370940799
"[[-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.10472, 0.0, 31.53455812455641]]",25,8.124652916,149,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.705593341741396, -4.891237127357525, 9.035515188882409, 0.6832615397071538, -0.00658638202936641, 0.01875442719327243), (21.439965973621185, -5.774531121535868, 8.699768778086918, 0.3985672825989577, -0.107385946489366, -0.0033733518557701537), (29.76049718422594, -5.999967105068807, 7.581926468888761, 0.5873551068655674, 0.17623955873504762, 0.006126681493874802), (36.85635906031898, -6.543748170664886, 7.412184338413645, 0.35005934125083155, -0.23012194876246633, -0.012365612098196815)]","[38.33730841448386, -3.5940622923599146, 0, 0, 0, 0]",0.026185,3.300584459,0.28529667
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641]]",35.90390105,10.11359202,150,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.542173172121124, -11.875390832646731, 12.464853132393936, 0.4878313849060076, -0.14387558901677358, 0.013533686999395908), (35.45580936574809, -15.069270591439368, 12.565003814992124, 0.20800589592630125, -0.3419279527014634, -0.0059630264979553035), (47.66491359431639, -18.859602688356667, 12.814203660741502, 0.3498363044368892, -0.20617804810070026, 0.0042105320849221825), (59.923245832398486, -21.02353247865713, 11.98623167614356, 0.35735908291663104, -0.09273040925720374, 0.0028083748962438766), (70.84015038466973, -20.71465575633563, 9.59131094509571, 0.48109825268837414, 0.2173874748423446, 0.00644515839904421), (72.46767625250389, -20.356134834819727, 8.877308287452319, 0.7638711784614878, 0.37367986925973895, 0.025851981511710483)]","[72.47510468754734, -15.585989984991448, 0, 0, 0, 0]",0.040315385,4.770150634,1.259386128
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641]]",37.45004757,11.90859023,151,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (35.6863124933146, -20.445262031227365, 15.087743102513974, 0.16140570219082012, -0.5613396786859866, -0.003845687353253248), (49.595515286706565, -27.152057653784112, 15.492070949639738, 0.3436567287126097, -0.2962784458417736, 0.008102858869104378), (63.8337050367042, -32.76184830215115, 15.378897052292556, 0.16929110490827387, -0.43041047305389935, -0.0040888900239731685), (78.14552910894807, -35.131761632123336, 13.296294163640102, 0.4952435896347602, 0.15779543919555777, 0.015490490694075909), (84.18802959305644, -34.56854049930186, 11.657085386234142, 0.2333985047394692, 0.05960557663995385, -0.007003605536691196)]","[84.19040926643046, -32.1459800409579, 0, 0, 0, 0]",0.039967799,2.422561627,0.991076499
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",21.08943863,17.5791352,152,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (21.292890374353842, -18.51371814409633, 16.015517041688202, 0.12034007333374941, -0.8756890507219356, -0.0021869901384044235), (34.182430027566845, -29.692869943606816, 17.729530066166088, 0.33682512895155253, -0.5187235994632516, 0.011392939086453295), (37.61155017489751, -31.399022358023668, 17.56464426679869, 0.5367684429041025, -0.3461611622284934, 0.024844293439679834)]","[37.62289172299496, -31.081890813736248, 0, 0, 0, 0]",0.023348793,0.317334283,0.055134111
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",34.88582303,11.79375209,153,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.64208180668842, -28.93316072911778, 15.325850836980468, 0.17000477443202267, -0.42711054094061157, -0.004123273049697646), (64.99458434924357, -33.773629228488616, 14.740856505132442, 0.3477609520920396, -0.18353140737441284, 0.0069358585466435755), (77.91577410436706, -33.407994993152684, 11.456200421221565, 0.47751237873054053, 0.2965124912933817, 0.011451791629510835)]","[77.91875399566393, -30.66354922898815, 0, 0, 0, 0]",0.035550115,2.744447382,3.819777348
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",30.34253092,14.95984763,154,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (23.23865560849328, -14.919228101140556, 13.975820497456986, 0.4957630173973148, -0.25219182012403, 0.01712983669920827), (36.36327197963175, -19.665958630664747, 14.213479525399434, 0.18227434271405815, -0.41126348818203723, -0.004748752701015569), (49.33969912826803, -26.647068794168614, 15.406545104013215, 0.16004902885174388, -0.5455229840764314, -0.0037462477691759684), (63.74577196173655, -30.514010281653277, 14.06298048508015, 0.5036424275283989, 0.0766137479545151, 0.017132080251253592), (64.6849990449119, -30.451875426393844, 13.77320513125144, 0.7887338691499047, 0.15887700014113082, 0.039498416610396436)]","[64.69557687480884, -24.66855056625005, 0, 0, 0, 0]",0.033121741,5.783334534,1.958685868
