actions,cost,distance,p_id,states,target,time,xz_distance,mean_error
"[[-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641]]",91.60323501,5.641978461,36,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.646300694829413, -0.9288265457656706, 5.3189225978776316, 0.7632488542210144, -0.0659040231615018, 0.0020554660519761674), (10.279469424121674, -1.6750905088618984, 5.687910758809455, 0.7547629264746634, 0.08421981011775263, 0.005324638323115884), (15.616750319786494, -1.6928324010736198, 4.822522645234317, 0.7768661295367164, 0.16195917248740377, -0.001243755445614223), (20.257663711758752, -1.970676314203565, 4.5928421279505365, 0.7946911395178458, 0.04165570951798995, -0.004121769605910526), (25.170453132027895, -2.7258428523804517, 5.247358863304302, 0.7668642802376254, 0.0006384297912681819, 0.0015986300559152772), (30.559103041962658, -3.267468930309012, 5.338021031141986, 0.7628909489443848, 0.08640279967608512, 0.0026356830010171254), (35.7107484211927, -3.4736410001211495, 4.863120914732568, 0.7785115804475116, 0.11229545810145122, -0.0012065956930329958), (40.53705650005291, -3.864980878092484, 4.8243226512520625, 0.7829125212423002, 0.046715090267865404, -0.0019041980221488977), (45.554792645956766, -4.479061611668046, 5.169471015217323, 0.7693316703452253, 0.033962998594733056, 0.001054534806890426), (50.79473213531643, -4.948442473680625, 5.1716504600214055, 0.7681827729753349, 0.08082756122922094, 0.001261274041091604), (55.88078400268892, -5.264445781169489, 4.92241159823995, 0.7772194346370366, 0.08770435247508468, -0.0008238083521557145), (60.81764639910762, -5.696697630645441, 4.9369543448197, 0.7778080572135921, 0.052752084348429706, -0.0008676960745114142), (65.87498979606397, -6.230436908708325, 5.115054366962748, 0.7709601546375096, 0.050660588904700356, 0.0006601243690825124), (71.0319708272724, -6.67418013451807, 5.09235148450454, 0.7711026352981319, 0.07557942283036903, 0.0005755666221174771), (76.09511987708059, -7.050444115688226, 4.965121321747065, 0.7759456550863996, 0.07568042861305922, -0.0005126949632927394), (81.31556986384885, -7.943952289060011, 5.8352022628264555, 0.628129483129334, -0.12959977607308937, -0.003000503139830373), (87.43121731529337, -8.68375738119831, 6.000516628594941, 0.7482876670318763, 0.1367501625555085, 0.007777839624313014), (93.07715211949726, -8.841650954686939, 5.474461935800629, 0.6463562241899274, 0.01416370651769163, -0.004998395989435578), (94.83895404135899, -9.022188026480093, 5.497557033281844, 0.7596933702095563, 0.051519691182894574, 0.0037620041668979284)]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]",0.059509476,1.014389063,0.426297512
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",31.68411037,14.32297402,37,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.64208180668842, -28.93316072911778, 15.325850836980468, 0.17000477443202267, -0.42711054094061157, -0.004123273049697646), (64.99458434924357, -33.773629228488616, 14.740856505132442, 0.3477609520920396, -0.18353140737441284, 0.0069358585466435755), (69.79065151204786, -34.36532394280808, 13.983288407063807, 0.5030242118114312, 0.005787601872050997, 0.016932357035281835)]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]",0.033203445,3.059718373,2.168508297
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",33.40152236,13.73546133,38,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.64208180668842, -28.93316072911778, 15.325850836980468, 0.17000477443202267, -0.42711054094061157, -0.004123273049697646), (64.99458434924357, -33.773629228488616, 14.740856505132442, 0.3477609520920396, -0.18353140737441284, 0.0069358585466435755), (74.50577162511225, -35.12406572969426, 13.478589300404618, 0.3520105961288875, -0.05384560322147416, 0.005068793863301445)]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]",0.031819248,2.61986487,0.253490167
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",33.27783064,15.16612701,39,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (21.292890374353842, -18.51371814409633, 16.015517041688202, 0.12034007333374941, -0.8756890507219356, -0.0021869901384044235), (34.182430027566845, -29.692869943606816, 17.729530066166088, 0.33682512895155253, -0.5187235994632516, 0.011392939086453295), (49.17571107876908, -39.30308962529452, 18.022399382996188, 0.13694017289836047, -0.6032475843644117, -0.0025006996204138543), (65.16450384901142, -46.86713410918026, 17.133931633174925, 0.3499180535269267, -0.2489763957495634, 0.010113919893935243), (75.58400420411236, -47.459520229955245, 14.670238776255834, 0.507805065737485, 0.19368767337818518, 0.018569257654540792)]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]",0.035679039,3.807857263,3.936247811
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",31.87440533,15.74084783,40,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (35.4477951124939, -26.01993744988504, 16.772024184421806, 0.13954272468869014, -0.6595011463038345, -0.002783436365487275), (50.26200961185844, -34.319660419423506, 16.894904229279287, 0.3455824353028288, -0.32712909514356725, 0.009942772997384145), (65.49210583479922, -40.6572612525613, 16.36664209409334, 0.1601225318191798, -0.4422405540498041, -0.0036005938072549764), (71.27808022557187, -41.932976129826514, 15.395062781349573, 0.8507411432153276, 0.11042594990012772, 0.04443957405712228)]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]",0.035891382,3.166765397,0.79756101
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",35.13320647,15.24741646,41,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.64208180668842, -28.93316072911778, 15.325850836980468, 0.17000477443202267, -0.42711054094061157, -0.004123273049697646), (64.38524246156476, -36.43270696293614, 16.1397807275844, 0.1540578646305211, -0.5464345301399598, -0.0034133103554495493), (79.32578528967649, -40.165727552598575, 14.355133959794685, 0.5062209215348372, 0.10983009702826249, 0.017796858128406375), (79.69211179054031, -40.13593929467845, 14.236292134944344, 0.6850307117976049, 0.1386236085108799, 0.043184809129200204)]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]",0.038329742,5.414918872,3.21651424
"[[-0.05236, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641]]",47.06945766,7.909421779,42,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.0024229349712786208), (11.436842611976372, -4.251061302141707, 8.892720881707385, 0.370034199580526, -0.43521065218654575, -0.0021337460072161484), (20.774572051078415, -7.83957399939502, 10.687384889756109, 0.479080444748077, -0.19057753358656873, 0.009211025552387198), (31.312856345760334, -10.101348742420226, 10.824970956236754, 0.36435086487725726, -0.16335080388483708, 0.0009158513982130054), (41.90271458221525, -12.069184387457186, 10.695751850691178, 0.36657969329560186, -0.13765544439864505, 0.0006582213797032069), (52.32920986458368, -13.799483933855688, 10.446342864384746, 0.36974458699628293, -0.12405835542481106, 0.00019371860748136624), (62.57490975856788, -16.675810313359378, 11.235864344534308, 0.22807988151185704, -0.3671712626925461, -0.006939620420243416), (73.71304807244428, -19.271984847134668, 11.203318763557949, 0.48498886477137887, -0.01124579129901781, 0.0103997778315397), (83.73115766812384, -18.554729011800106, 8.690102454155161, 0.4865629915481171, 0.2258891879201485, 0.0038859671765764754), (86.97311918164776, -17.854486025117254, 7.3060082938129325, 0.5774448357437626, 0.33384751013427044, 0.005605716630106271)]","[86.974413128885, -14.898768532708669, 0, 0, 0, 0]",0.041195925,2.955717776,6.369182905
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641]]",35.40913416,13.60707683,43,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (35.4477951124939, -26.01993744988504, 16.772024184421806, 0.13954272468869014, -0.6595011463038345, -0.002783436365487275), (50.26200961185844, -34.319660419423506, 16.894904229279287, 0.3455824353028288, -0.32712909514356725, 0.009942772997384145), (65.83058091589545, -37.619710472345716, 14.804980737206511, 0.3506511401859211, -0.05689802745531037, 0.006933198647818719), (79.48502753841443, -39.728765123610906, 13.277021878115542, 0.20415944958687382, -0.22777143315432652, -0.005695238158453115), (80.5286451344357, -39.96805324372408, 13.1632095473979, 0.9089705782605185, -0.10957534352207157, 0.04801116911683665)]","[80.53278852298187, -36.64511811287833, 0, 0, 0, 0]",0.039894197,3.322937714,2.322448626
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",25.81826832,14.23000896,44,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.866831047195554, -26.33927914636861, 13.877345278305064, 0.3510289089826931, -0.0720459695820932, 0.005648569287501638), (53.08450860535749, -26.404999180200605, 13.360097464961425, 0.7853606492879593, 0.12162872994262179, 0.03673599679512546)]","[53.091276694430626, -21.57095630437822, 0, 0, 0, 0]",0.02592555,4.834047614,4.611465188
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",28.01617507,12.02450869,45,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (36.206785763486664, -18.262881140960445, 13.836659346318942, 0.3462748588709712, -0.23296957104745603, 0.005745803453231291), (49.314713750203246, -20.61834151298193, 12.679990996410973, 0.35417909444152595, -0.07770473942724228, 0.0038868607677802346), (56.5382246711921, -20.59697622232968, 11.177458092921361, 0.48290636978341756, 0.1579460499898385, 0.010474485016233754)]","[56.54618823195866, -16.193009682354933, 0, 0, 0, 0]",0.023210657,4.40397374,1.55839646
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641]]",36.53663178,10.89922037,46,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (36.206785763486664, -18.262881140960445, 13.836659346318942, 0.3462748588709712, -0.23296957104745603, 0.005745803453231291), (49.23210001983365, -22.72847485872635, 13.997835836899903, 0.18570671134294778, -0.3967646878350186, -0.004909024526025839), (62.494453117115256, -25.031719743196437, 12.52266504301583, 0.49033911250762036, 0.11412094538909948, 0.013663563192298115), (73.79160759957757, -25.200743060908504, 10.63695958105842, 0.2531774954633701, -0.1161890668785747, -0.007943871067840431), (76.97261295161827, -25.29809551626389, 10.033447011016232, 0.8057341154211209, 0.20241372566326507, 0.03128861756956523)]","[76.97569399258282, -21.122957385534015, 0, 0, 0, 0]",0.03575821,4.175139268,1.566648239
"[[-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",51.00856327,9.17023926,47,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.0024229349712786208), (11.1811862486643, -2.376343797293254, 6.547207513085072, 0.7455292839889492, 0.12245759651839695, 0.011429434240834094), (17.219450056664538, -2.3279013525305268, 5.61147736507968, 0.6384856672030733, 0.07204747506147337, -0.003967205008279254), (22.551067453196577, -2.42955591501415, 4.897645412136922, 0.7748530036700247, 0.14709865873534222, -0.0006919514208958791), (27.499880359873686, -3.0858520189585037, 5.428040178372471, 0.6469553324079335, -0.11840185275761321, -0.005536073556536863), (33.56474038102335, -4.653123673024522, 6.990975695760513, 0.5953716547970415, -0.14368275795040425, 0.0031151102941514926), (40.817417985054774, -5.7875460869995905, 7.406676477299095, 0.5934523794575696, 0.003200911511420111, 0.005019668230110012), (48.07743163345586, -6.416386363274733, 7.2200973473026, 0.5189988340910239, -0.03728273182912543, -0.0015105212266030565), (55.46056865705502, -7.928189413759685, 8.12938490199222, 0.4062696437090999, -0.23414967121874017, -0.004568736997876873), (63.9353082170998, -9.987136346764936, 9.080055924273667, 0.48751510441297524, -0.1187167611569007, 0.0046742539972033014), (65.74020761551817, -10.27373227114139, 9.093118659929017, 0.4883634259015278, -0.08898461715421505, 0.0046923833993655)]","[65.7457944426051, -9.195766226540027, 0, 0, 0, 0]",0.04010114,1.077980522,0.736423675
"[[-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",43.96289248,7.336580524,48,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.0024229349712786208), (11.1811862486643, -2.376343797293254, 6.547207513085072, 0.7455292839889492, 0.12245759651839695, 0.011429434240834094), (17.219450056664538, -2.3279013525305268, 5.61147736507968, 0.6384856672030733, 0.07204747506147337, -0.003967205008279254), (22.845249495528996, -2.938749403260849, 5.852516768870977, 0.6299544479552068, -0.05517758586641803, -0.0028588252249927295), (29.03672261483147, -4.0305861408887775, 6.654721141601315, 0.6051213476142185, -0.07429824875183631, 0.0014444745245905646), (35.8429943147462, -4.901830691199179, 6.894999225586061, 0.6012846548180764, 0.0010324290598599205, 0.0026673429423479333), (42.73687515853814, -5.723582989780465, 7.088988386621065, 0.5216890786401202, -0.08160940259319278, -0.0020228320208487242), (49.86444948517215, -6.460564918553075, 7.024070656017037, 0.5988122905147792, 0.04020510712214904, 0.0033295559073361863), (55.37896971184424, -7.146494795253305, 7.241363815399035, 0.43852497770214766, -0.15446538080116495, -0.007109959859548982)]","[55.37961869369588, -6.063974958807129, 0, 0, 0, 0]",0.03259328,1.082520031,0.359335683
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",37.08848716,13.18061583,49,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (35.6863124933146, -20.445262031227365, 15.087743102513974, 0.16140570219082012, -0.5613396786859866, -0.003845687353253248), (49.595515286706565, -27.152057653784112, 15.492070949639738, 0.3436567287126097, -0.2962784458417736, 0.008102858869104378), (64.07055314904122, -30.15225860722079, 13.927716135625841, 0.35092551808513345, -0.07420428066070082, 0.005721036534021341), (77.06091180942855, -32.49934484885572, 12.90086527417057, 0.20805576554001629, -0.25664705526531023, -0.005902611601162221), (82.25501485201801, -32.97848965552691, 12.030089775177041, 0.7457843743832552, 0.18689368174370208, 0.03160540698968019)]","[82.26182227320778, -27.64806707991893, 0, 0, 0, 0]",0.033957499,5.330426922,1.199926183
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",36.7887726,13.03451522,50,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (35.6863124933146, -20.445262031227365, 15.087743102513974, 0.16140570219082012, -0.5613396786859866, -0.003845687353253248), (49.595515286706565, -27.152057653784112, 15.492070949639738, 0.3436567287126097, -0.2962784458417736, 0.008102858869104378), (64.07055314904122, -30.15225860722079, 13.927716135625841, 0.35092551808513345, -0.07420428066070082, 0.005721036534021341), (77.06091180942855, -32.49934484885572, 12.90086527417057, 0.20805576554001629, -0.25664705526531023, -0.005902611601162221), (81.52927129447016, -33.04766449124906, 12.25017389370768, 0.7529831817981347, 0.12638877565074388, 0.03240577927862622)]","[81.53711096390775, -28.660437895975996, 0, 0, 0, 0]",0.033882034,4.3872336,0.515848407
"[[-0.05236, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641]]",43.95337774,8.197831766,51,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.0024229349712786208), (11.340265584650078, -4.808308579295769, 9.458643202613164, 0.23948448844562598, -0.5979603954845758, -0.0077386658519727775), (21.072353159630836, -9.838886606633476, 11.923622839326573, 0.4791099619829935, -0.26010697770327545, 0.012423643739504336), (32.7121562996649, -12.71869107813097, 11.930028962161424, 0.35557631981434845, -0.16661006380474697, 0.0027816025789696532), (44.208966661140586, -16.151663549057297, 12.414523112621012, 0.20817741662814648, -0.3713155731806675, -0.005996738521107922), (56.2539289207242, -18.540124887439195, 11.71170410300161, 0.48671896419627264, 0.050079891955872965, 0.01167800823562934), (67.13706418484114, -19.509385000607526, 10.663550964679057, 0.2502344947849177, -0.19041957348742117, -0.00784326365514158), (77.44923467613565, -20.54968093486375, 9.757371638212026, 0.4854240928325671, 0.07199507853534791, 0.006640411588211386), (84.23848746211328, -19.52104317514505, 7.411165193482208, 0.5759323225024501, 0.33915558904561854, 0.006075726145399884)]","[84.24260625729207, -16.081232467875708, 0, 0, 0, 0]",0.043773586,3.439813173,7.910237808
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",34.52901998,15.10858054,52,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (35.4477951124939, -26.01993744988504, 16.772024184421806, 0.13954272468869014, -0.6595011463038345, -0.002783436365487275), (50.26200961185844, -34.319660419423506, 16.894904229279287, 0.3455824353028288, -0.32712909514356725, 0.009942772997384145), (65.49210583479922, -40.6572612525613, 16.36664209409334, 0.1601225318191798, -0.4422405540498041, -0.0036005938072549764), (79.21438206659394, -43.09575950377373, 14.189908939229444, 0.5038946053966519, 0.14526808744999453, 0.017466907257741058)]","[79.22569280222422, -37.93434064873509, 0, 0, 0, 0]",0.036275848,5.161431248,2.473104712
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",38.60608944,14.03330267,53,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (35.4477951124939, -26.01993744988504, 16.772024184421806, 0.13954272468869014, -0.6595011463038345, -0.002783436365487275), (50.26200961185844, -34.319660419423506, 16.894904229279287, 0.3455824353028288, -0.32712909514356725, 0.009942772997384145), (65.49210583479922, -40.6572612525613, 16.36664209409334, 0.1601225318191798, -0.4422405540498041, -0.0036005938072549764), (80.62960414322758, -45.70265776982118, 15.336235790042663, 0.3487305751887504, -0.16504361881761487, 0.007715700983896745), (91.02799200809052, -46.865429072144394, 13.659610965229932, 0.35194233420488075, -0.015678305268935138, 0.005325970427694122)]","[91.03466820847478, -43.66786280144931, 0, 0, 0, 0]",0.039264166,3.19757324,1.840408091
