D0,D1,D2,D3,D4,D5,out_action
2037.1434887822904,-46.07858954769379,0.566668507752373,0.2354707758190619,0.2830496547141229,-0.05496664129515276,5
1587.809531907587,-4.00167529319171,0.4082419098059158,0.05271800701642401,0.22940831359415248,-0.05405590887165187,4
1092.1704471368425,42.400844139058684,0.25719352865453504,0.07117448313304672,0.2316627279585635,-0.05501176670921258,10
424.5186446091195,59.442990409580254,-0.20748535346729624,0.002992732325220099,0.36016825228117727,-0.015472530788720525,23
1871.454403645811,-511.8820415713209,0.9914908663250355,0.200412585002142,-0.08597661368674636,0.029495278193575333,12
1347.9433575947564,-478.02756844913324,0.7480790353210129,-0.056563389426413674,-0.3627702421081085,0.06467596771402209,7
1131.216075538582,-262.3231191911924,-3.0655081994674926,0.10565601681426819,0.9583428150801259,0.06849085555010122,1
117.7491520760093,-4.84991310982997,-0.4807029107842484,0.1134790377016674,-0.014703892883448186,0.029189271197778463,6
2063.39265920018,17.336553696241705,0.38503927442648966,0.1863260047137881,0.25669708488691984,-0.013644870808505842,9
1233.0010507015973,63.277833478151024,-0.5834461654388299,-0.02766456958950303,0.03498311043979349,0.030207274438441387,16
384.4910236643286,16.63846835145313,-0.9115602809867409,-0.04862381485188852,0.026744810788367462,0.028467051242120858,10
1723.6745335940968,-346.6159069689109,1.3450832242530102,0.08810509887990724,-0.1395474891815272,-0.0006634630628305263,20
1251.003943584564,-325.93091360359057,1.7764283828434269,-0.25697527045196167,-0.21685211545248856,0.06779230958919777,1
357.92173049503776,-58.516046044605105,-0.2796626411933425,0.003427023820678027,0.04049689558440095,-0.002207526927493307,1
1985.4403658537099,-52.24531871222085,0.016220514893999116,0.26788324592726614,-0.055329514109174444,-0.03888642647454349,6
1560.7716710942632,-12.607193018136172,-0.09480014093640787,0.07191936781992636,-0.15332533598507558,-0.04002390928345766,16
703.3677719930095,-24.067994525470898,-0.9416478658285747,0.04024897603656194,-0.46075733412224484,0.0024214372241536733,5
239.9481570361445,4.0204511951614705,-0.07091096869118418,0.08158999089426186,-0.06179246410382581,-0.03487352107722797,18
2199.3117763773307,-233.0474526268602,0.5040183328627281,0.14386828951430758,0.0035850821228821505,0.00023362639574879733,3
1640.0083647308518,-168.30684596398874,-0.05180866134910467,0.0013456420823972637,0.035461662686849055,-0.001076370832899054,2
967.5304213389156,-86.38964146464741,-0.25620417389685635,0.02349816787511369,0.04429030299637955,0.000740995837255861,3
400.9807498574114,-38.49356247887718,0.03699292618566097,-0.001018666626235537,-0.0187300740188404,0.0007887741439986021,3
2071.5704796944556,-104.4762521463534,0.563711904175616,0.021709075797924315,0.08554645001679784,0.025808812010592076,5
1622.236522819752,-62.399337891851324,0.4052853062291588,-0.16104369300471358,0.0319051088968274,0.026719544434092968,6
1200.4887156601894,-25.680828529093247,0.45788434170674264,-0.17516385823716663,-0.004136089426181891,0.025290710850247027,10
540.135689845501,-0.6077887333571113,-0.2016791083755718,-0.21015336836403198,0.23266442068511028,0.06529296359169194,10
2293.013138762919,-355.344700678937,0.6060841409416664,0.1753515374034945,0.0016519841662873038,0.013078150589661613,8
1191.3604998906762,-157.51269327620662,-1.5913960900984523,-0.02341740868814432,0.1266186456326497,0.06278425257464959,1
281.949102085812,-14.79555319680162,-0.7548081465761207,0.08739698242774267,0.13312439168274934,0.013619830140544726,5
1892.9258899886681,-176.76653633979407,0.05676030988047076,0.20762440377875654,0.03869854685333726,-0.00664479564790074,4
1396.9607116399825,-127.14171310289011,-0.25104552379058265,0.04338029862496523,-0.0301314345269873,-0.0067010734966503355,3
837.4208020002707,-70.489707626067,-0.4505093531151123,0.06385104286566967,0.053700407266975066,-0.006923230561778302,3
273.34525656665915,-17.448302113059214,-0.43828057342217,0.06351222495393691,0.033936981178041434,-0.006682511229534545,6
1918.122964167075,-463.26363081728005,1.2957367342967068,0.08877952190871151,-0.1440913262159843,-0.00106505403842161,19
1382.7971337094525,-449.84641418980186,1.04902655426496,-0.1553672360169942,-0.5697862878170967,0.051256293634325684,7
1205.8230152367241,-286.86793647937185,-2.3456810657756426,-0.02201615035015378,0.8916180235346899,0.03649820539265579,1
199.53400160408842,-27.824344847648717,-0.19732346724489158,0.002146201696758457,-0.06315942897548558,-0.0015224992414754031,1
2087.6079376645725,26.26567688095471,0.37914880599343737,0.17688760931960434,0.34391691507902544,-0.00838131848296821,16
1230.0041855797062,19.39930430041026,-0.534788119201379,-0.04990489967430045,-0.0777745005016236,0.032828624244045146,9
422.67770023736534,45.49597684823581,-0.9921606704455297,-0.040386649660799884,0.17767498425111852,0.034309751436689406,17
1985.6222751094167,-439.29765364536377,1.4020002413748531,0.08704195869168843,-0.17446511424951555,-0.00016182074586276144,19
1449.1313504568948,-425.8447651662116,1.128169419638041,-0.17037130857510055,-0.8049112249042922,0.028602233879851044,14
1325.2557307312345,-321.66359531709605,-1.782936551514982,-0.023311692755506846,0.8628695679244949,0.04921376190831589,1
327.51404151742327,-52.857956916846376,-0.12141159859227857,0.0007309320006132491,-0.08718033296470921,-0.0008672609458112818,1
1870.2140390025413,39.53110901755116,0.706636720841828,0.24909570941237383,0.2029475125805698,-0.042271861421495485,10
1211.613491521547,68.47326832032394,-0.08966047787655018,0.017388993362906474,0.37720759779176327,-0.0030747195198744873,16
344.05862641181056,21.79582765524116,-0.11716141951328818,0.018138471560576797,0.0022841524734034946,0.00019123810552505033,17
2007.2803276443847,-344.2270133161421,1.3648863481874796,0.08790060823723111,-0.1312782173711161,-0.0005101783163623009,8
907.448121237139,-142.79926161709918,-0.8263583403009864,-0.10067841047233841,0.010241794531060583,0.04946657835324657,1
1994.9195259697663,-510.66262639392204,1.462365098635035,0.08634620045825704,-0.17254383316438635,0.0003118718072704159,13
1526.706206306976,-469.9922856757326,1.4431566841545675,-0.19099060866635859,-0.1845488208772546,0.03928997433038402,7
1392.8582498752771,-329.0073890576882,-1.9401613443941028,-0.04501592153277546,0.8456480527154752,0.053098196408244626,1
391.0549172428441,-67.13350262939485,-0.04322186669861683,-0.00017245622741159095,-0.08969788846295919,-0.00025570254033435507,1
2042.6341044777714,-451.4760880241136,1.4505511381258809,0.08647137877858904,-0.17347614103447656,0.000220882139127705,19
1506.1431798252493,-438.0231995449614,1.1767203163890687,-0.17094188848819994,-0.8039222516892532,0.02898493676484151,14
1382.2675600995894,-333.8420296958459,-1.7343856547639542,-0.023882272668606236,0.8638585411395339,0.04959646479330636,1
384.525870885778,-65.03639129559622,-0.07286070184125082,0.00016035208751385976,-0.08619135974967022,-0.0004845580608208154,1
1965.9349726420098,105.74704688730044,1.1648287970106344,-0.005776551935171674,0.5105831687319089,0.02991631367038944,10
1305.7453591357998,137.4150712308424,0.3692947859234066,-0.21963946898143594,0.6709223774673791,0.07356973906157491,23
423.31300832738884,33.38890265131792,0.5197250682335297,-0.2131878298292637,0.17046743135131986,0.09147391688999895,23
