,count,mean,std,min,25%,50%,75%,max
D0,4673.0,1188.1744558149344,659.1946063533868,60.00915540436017,570.187057080489,1243.6758765927452,1754.0106734291467,2294.8211228387686
D1,4673.0,-73.98044177838132,142.6654469448249,-631.5041945939911,-151.59058864651533,-44.81336648524362,8.872606034418645,251.83977615298733
D2,4673.0,-0.029571767271420097,0.7067260233284578,-4.154208319182855,-0.3637672491038466,0.004224438488054094,0.33459570141940964,2.6717656441978863
D3,4673.0,0.014806874030346834,0.11331586856901305,-0.34924894335261136,-0.04751179592643315,0.010109293007150744,0.0865011457256712,0.3191131411499687
D4,4673.0,0.018372812323708472,0.25439230886533876,-1.5289737942061685,-0.09362731559536702,0.014986959644201131,0.13435253766557448,1.5917535374663552
D5,4673.0,0.006214889909980996,0.02578447198845634,-0.08051170043118594,-0.004302035847551967,0.0003762519286575181,0.020597017801555154,0.09908457642339799
