,count,mean,std,min,25%,50%,75%,max
D0,875.0,38.29870212450578,26.311987769511646,0.00015739485624521876,15.19628496138531,38.39177698342399,58.244455941610596,99.86737608766384
D1,875.0,-9.827121930179956,12.018708610536041,-49.65203875864208,-16.104176567506897,-5.644700268489414,-0.3729650685382784,7.488205449105305
D2,875.0,-9.584398315469317,4.177208539460317,-19.279083438959873,-13.528523082247961,-8.662926281882251,-5.915146749566081,-1.2563300048356032
D3,875.0,-0.3992320570675625,0.25319966145278017,-1.9172375889334836,-0.587864059557836,-0.3477609520920462,-0.1883362001224771,0.0
D4,875.0,0.1700390134582097,0.38100082734442614,-1.0470462787829071,-0.03175819021295322,0.20073680155625323,0.5042474475289198,1.0471903214986935
D5,875.0,-0.0016599850357346254,0.013508290037906347,-0.0801361615651749,-0.007679494044461216,0.0,0.004711596121476739,0.14262551070036736
