id_camino,id_in_seq,initial_state,current_state,goal_state,out_action,timesteps
128,0,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[0.0, 0.0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
128,1,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[0.3736241632078969, -0.18713345110181043, 2.400743048126288, 1.0657077175206642, -0.2911402447705032, -0.025460979114708918]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.03171124187154174]",6.306911625
128,2,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[0.8134322032870208, -0.5553222300922456, 3.0810197088432805, 0.779649239210077, -0.4307789978164958, -0.013692642711464791]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.03171124187154174]",6.306911625
128,3,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[1.3636111620822655, -1.0029388865835316, 3.925580361874265, 0.5844923229610435, -0.5223891055792107, -0.007794994335563942]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
128,4,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[2.0581837007536676, -1.5749650903954602, 5.046876908505101, 0.6005948654956073, -0.5751868843555421, -0.0062964153423267204]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
128,5,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[2.9314998511995194, -2.2718561618212463, 6.084865871553086, 0.747424995100462, -0.5115771504972713, 0.01472325740561233]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
128,6,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[4.0273314777795886, -2.9818831450546446, 6.928149804313391, 0.7805671427416542, -0.40190694275963035, 0.02005226568871309]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.03171124187154174]",6.306911625
128,7,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[5.315404199685022, -3.5810326016771845, 7.266138012949453, 0.590725115992174, -0.26533765035519113, 0.029686910147644713]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.0]",6.306911625
128,8,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[6.732803261853245, -4.029422333109208, 7.610882027580618, 0.6646250643839932, -0.18022526094814614, 0.011934350031195248]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
128,9,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[8.22420111151974, -4.437537988635386, 7.926758045818986, 0.3261908004411261, -0.25346420492778376, -0.011392892671101714]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
128,10,"[0, 0, 1.7770327716753567, -0.5138930083454943, -0.28150641014459477, 0]","[8.996932347894981, -4.659201219642838, 7.969997259562865, 0.49976805567318894, -0.16249615915267623, 0.04233708786010942]","[8.997046121472113, -4.901438750738021, 0, 0, 0.5235987755982988, 0]",[],6.306911625
129,0,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[0.0, 0.0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
129,1,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[0.24390622392986483, -0.10126884433341352, 0.7086433279399186, 1.1010880424696792, 0.3254158066851105, -0.0004786203280992536]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
129,2,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[0.4769595864907366, -0.42718894532322155, 1.2044361021380048, 2.512394552210906, 0.09391750403651455, -0.09548726664314926]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.03171124187154174]",6.306911625
129,3,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[0.7913171989111121, -0.7653618104038303, 2.303745955294577, 0.8529928674067186, -0.4343979158039723, -0.05093846893292822]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
129,4,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[1.182693880865709, -1.2559099779453995, 3.7694729836552354, 0.9154393790740537, -0.6945683226477968, -0.02950310430280502]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
129,5,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[1.7373740407797837, -1.9797722027124496, 5.291120979165281, 0.3495279624032566, -0.8596453273657152, -0.015216853812958214]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.03171124187154174]",6.306911625
129,6,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[2.463309275113404, -2.9189753285480626, 6.5991811126203554, 0.3592929850832268, -0.8099788716178029, 0.018783174438528345]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.03171124187154174]",6.306911625
129,7,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[3.448848013509905, -3.9410479406491437, 7.5985139894531954, 0.5363210500491846, -0.6375530279719084, 0.034500219162270494]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
129,8,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[4.691250854058529, -4.973371640582224, 8.629774801449154, 0.2469282691092119, -0.6793909773212395, -0.008305718999350252]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
129,9,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[6.113644374515058, -6.089349919902276, 9.483967872469565, 0.7485303209079149, -0.5047728320583463, 0.029592021123267382]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
129,10,"[0, 0, 1.3154568411383338, 0.4916706498983931, 0.35768677324409626, 0]","[6.629800911124583, -6.395275542766879, 9.595419779453914, 0.4685623387129177, -0.42436390465066004, 0.054428947355934953]","[6.632371939909943, -6.6312656946785005, 0, 0, 0.5235987755982988, 0]",[],6.306911625
130,0,"[0, 0, 0.9355885950885915, -0.41588574396610994, -0.41828554785714195, 0]","[0.0, 0.0, 0.9355885950885915, -0.41588574396610994, -0.41828554785714195, 0]","[18.723767437044643, -4.492004469558796, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.03171124187154174]",6.306911625
130,1,"[0, 0, 0.9355885950885915, -0.41588574396610994, -0.41828554785714195, 0]","[0.21187296593602117, -0.16703363991508696, 1.66229208446046, 0.8483588502358467, -0.40409111087682087, -0.004787655564385055]","[18.723767437044643, -4.492004469558796, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.06342248374308349]",6.306911625
130,2,"[0, 0, 0.9355885950885915, -0.41588574396610994, -0.41828554785714195, 0]","[0.5029051088449473, -0.4863584859003791, 2.4042439670593776, 0.840917208150737, -0.468511392474495, -0.01824368925387679]","[18.723767437044643, -4.492004469558796, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
130,3,"[0, 0, 0.9355885950885915, -0.41588574396610994, -0.41828554785714195, 0]","[0.9239687961662528, -0.8833834487383757, 3.273689396921702, 0.6573718846104518, -0.5217552350641226, -0.003140855144870385]","[18.723767437044643, -4.492004469558796, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
130,4,"[0, 0, 0.9355885950885915, -0.41588574396610994, -0.41828554785714195, 0]","[1.4972437372127174, -1.4189166932706336, 4.476459367218318, 0.7949159650834488, -0.5711377773804338, -0.005003841110458516]","[18.723767437044643, -4.492004469558796, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.03171124187154174]",6.306911625
