id_camino,id_in_seq,initial_state,current_state,goal_state,out_action,timesteps
38,1,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[0.43037083535425535, -0.11901147201605258, 1.781049695792775, 0.42986009664618047, -0.04171271739241625, 0.04275464363082267]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
38,2,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[0.7673084657794155, -0.27082147711262144, 1.6093208917743245, 1.044403213276854, 0.03533083095220428, -0.012041721186703313]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
38,3,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[1.0794395553289684, -0.47287526520820405, 1.6727240639819239, 1.0122537769024538, -0.09320373604943713, -0.03804629863475962]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
38,4,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[1.3925780639479128, -0.7142848140518758, 2.007179003696465, 1.2398538085183242, -0.2370927279935834, -0.0496612897985659]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.19026745122925046]",6.306911625
38,5,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[1.6950399058188441, -1.0224227755408135, 1.895769672113569, 0.4559126029007296, -0.38302488648875976, 0.011380329957976424]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.19026745122925046]",6.306911625
38,6,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[1.9555516162131066, -1.2704895516119608, 1.069972237706661, 0.4367302423874059, -0.18389686902959507, 0.08679321146640637]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
38,7,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[2.172918112517361, -1.5620011081421925, 1.0694472770298467, 2.3756620035753606, 0.10621818928672465, -0.008879416712291954]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
38,8,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[2.422973965490604, -1.8210573590838626, 0.9151818090344611, 1.295502848483525, 0.20627885555535377, 0.02639798444627851]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
38,9,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[2.6932227605142303, -2.1893066878023397, 1.5525523583132272, 2.6150981658615877, 0.04895972550135388, -0.1031524196214138]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
38,10,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[3.0575292598834154, -2.5286863445199232, 2.6354824662841376, 0.6443977435190661, -0.4919627458744627, -0.0519627662376828]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.03171124187154174]",6.306911625
38,11,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[3.5095220200377137, -2.984403548041942, 3.7243563177739154, 0.5149979573857285, -0.6612864998834197, -0.011217220544030373]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.06342248374308349]",6.306911625
38,12,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[4.126756788504363, -3.583600895624027, 4.939388746500917, 0.2247366034086942, -0.7010086459999354, 0.000793823324962058]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
38,13,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[4.973101799443375, -4.274498555827439, 5.986191001836628, 0.7534505680322895, -0.534204548862295, 0.012247605618085074]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
38,14,"[0, 0, 2.345363349585236, -0.3250574147814483, -0.1377184302975133, 0]","[6.046097943596322, -4.937963648473021, 6.660577118810284, 0.47050777866027715, -0.3754121934877259, 0.03527527017987266]","[6.203275683905589, -5.134186116619901, 0, 0, 0.5235987755982988, 0]",[],6.306911625
39,0,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[0.0, 0.0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
39,1,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[0.35865082117692454, -0.17215004915856758, 2.392024637824249, 0.6380590041663681, -0.39040490895990093, 0.007482498889619647]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.06342248374308349]",6.306911625
39,2,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[0.8009598898143999, -0.5046894957179654, 3.0346369198952092, 0.7193820154787886, -0.39770282229680365, -0.007724515444087247]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,3,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[1.3675820834900287, -0.8762852135084699, 3.7147974256661573, 0.8969179160440297, -0.39010818565970407, -0.012935150807956312]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.06342248374308349]",6.306911625
39,4,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[2.056120916465553, -1.3107645460544632, 4.4059294978786046, 0.5077593786356108, -0.4015561119923339, 0.00780431165284547]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.06342248374308349]",6.306911625
39,5,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[2.8904352359774115, -1.7435997436327422, 5.005319729697896, 0.47443113825486993, -0.33229526167282253, 0.015026214589846978]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.06342248374308349]",6.306911625
39,6,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[3.8567373106214395, -2.1316411570589135, 5.428226269393323, 0.46464331256912095, -0.23526922350449128, 0.01883946511264826]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.06342248374308349]",6.306911625
39,7,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[4.920227935876855, -2.42833050225423, 5.637467827721377, 0.4650338004954287, -0.12383290631140541, 0.020608617316911965]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.06342248374308349]",6.306911625
39,8,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[6.0317720076152215, -2.611469795731251, 5.670275033649645, 0.41426164491310685, -0.03557977154467699, 0.016331896749315282]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,9,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[7.143378953860446, -2.6578482568116892, 5.45390135080279, 0.8254260987389178, 0.12242459989885005, 0.006074557990855932]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,10,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[8.185629519272913, -2.592368872925903, 4.9940586064550745, 0.8262467162234121, 0.23070397447158475, 0.0026284697851603435]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,11,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[9.113240922695915, -2.4597346921068843, 4.375901794103267, 0.8404642039578464, 0.3101777516062985, -0.0022904225683359246]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,12,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[9.90644835420435, -2.319897455652083, 3.6659599214285548, 0.8819404848339685, 0.35074062246924514, -0.009149649371702878]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,13,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[10.564978042369814, -2.2275285591872, 2.9429844888731704, 0.9686553114038788, 0.34336420284702857, -0.018033739131769144]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,14,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[11.100162888340897, -2.220735494424613, 2.301048158788427, 1.1051806623922653, 0.2823128773167098, -0.028439246772045058]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,15,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[11.530194028511097, -2.311405189468307, 1.8644488270248847, 1.2355184827521055, 0.1658564638070659, -0.04536218562845324]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
39,16,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[11.905830347979633, -2.494301018975609, 2.0218662398789555, 0.8498503581775874, -0.15859887651179966, -0.04482050578756187]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.19026745122925046]",6.306911625
39,17,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[12.211161082100679, -2.7391369444444655, 1.428257643298006, 0.44911888932087984, -0.22421261246830226, 0.036319868951277125]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.06342248374308349]",6.306911625
39,18,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[12.478418605749608, -2.946243143926691, 1.5405895240835887, 1.110310386931831, -0.10178761381123236, 0.0037385776103546525]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
39,19,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[12.767119689099538, -3.1867733393262747, 1.645666059256235, 1.100964201222764, -0.10940612865367987, -0.015748136986338743]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.06342248374308349]",6.306911625
39,20,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[13.08173089709712, -3.4399955716860897, 2.0059811432320322, 0.9452008368509005, -0.2587578615172225, -0.029951257822786247]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.19026745122925046]",6.306911625
39,21,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[13.379357831096327, -3.720955158405692, 1.6382960937706796, 0.47651564443767674, -0.2995435086330318, 0.029343043526536352]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
39,22,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[13.687683918876775, -3.9614316090073634, 2.0450567006292624, 0.9175090975998863, -0.2804247299406224, -0.022707419328522098]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.19026745122925046]",6.306911625
39,23,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[13.995722656362236, -4.248598052128496, 1.7535473563745219, 0.4801477602932759, -0.3143631879798389, 0.025274310972175525]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,24,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[14.322662474919978, -4.492470026042262, 2.140273823022829, 1.2349875247452835, -0.24738793760744607, -0.027580373198737473]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.19026745122925046]",6.306911625
39,25,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[14.659389458971955, -4.8054710028226655, 2.066777797850606, 0.46936283323767264, -0.356401630643402, 0.008229473852752713]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.19026745122925046]",6.306911625
39,26,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[14.97959462202698, -5.070970635639444, 1.7116137283623565, 0.48398613729530343, -0.27557074922426994, 0.03755051335630373]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
39,27,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[15.302688753260332, -5.304152546422448, 2.039184333911733, 0.9287434048705212, -0.23903389715483037, -0.022394936616174164]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.19026745122925046]",6.306911625
39,28,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[15.611104640571856, -5.577211242414925, 1.6108696483858775, 0.48538387365383817, -0.2606467301655926, 0.031103899615799426]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
39,29,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[15.926760856518296, -5.903701430047446, 2.585065143929817, 1.456270894169906, -0.4057314930736362, -0.07259722199090622]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
39,30,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[16.352318221048304, -6.50169596251724, 4.349952757238908, 0.7825583418091077, -0.7669674506250215, -0.020331033458265684]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.09513372561462523]",6.306911625
39,31,"[0, 0, 1.5411082259902753, -0.8424207580301417, -0.5002545798893193, 0]","[17.021619377688637, -7.23398364348224, 5.5849637452788, 0.7108904512740603, -0.6791214436594643, 0.010168749521260751]","[17.257946944166704, -7.455922095575732, 0, 0, 0.5235987755982988, 0]",[],6.306911625
40,0,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[0.0, 0.0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
40,1,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[0.4101460368095168, -0.027109176509723318, 1.4590258279183803, 1.004906252251376, 0.37475095964141547, -0.020837243764686885]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
40,2,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[0.704009334492504, -0.1594739929452937, 1.0749610656403512, 1.0968012817275972, 0.19753029756240098, -0.028857602545165607]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.06342248374308349]",6.306911625
40,3,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[0.9230557111413306, -0.34044314039045265, 0.9102921048830572, 1.1837829338216117, 0.10678715165660448, -0.0084287446001222]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
40,4,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[1.1229173122879696, -0.5632266820175442, 0.8607856550307004, 1.2112221918098742, 0.10283547548900807, 0.00918069820299661]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
40,5,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[1.3112269152854854, -0.7831992462913397, 0.6356740570957977, 1.2211414847136985, 0.22337708965088038, 0.03175360862968944]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
40,6,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[1.4681955847267927, -0.9797104781109621, 0.15299033888126118, 1.1001041841362198, 0.49712356960613585, 0.05463144243158662]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
40,7,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[1.485348920816852, -1.0057037482137428, 0.00041631285603586427, 1.3170945337687612, 0.5402604530571607, 0.051837069676366115]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
40,8,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[1.6606424152610015, -1.3982143779858531, -1.097068967996718, 2.7935304434013966, 0.7944527287434631, 0.030466679193328534]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
40,9,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[1.807809889875606, -1.5972008856131497, -0.1951396106299762, 0.8360423092505652, 0.7855409597373962, -0.011269935478548614]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
40,10,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[1.9236709998580228, -1.9220648883633067, -0.9750641845063134, 2.4321684220267756, 0.7056743826634821, -0.014778199307608547]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
40,11,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[2.056081988439578, -2.1348518389376956, 0.07555882779821516, 0.993738199627302, 0.4750324914381555, -0.03570613810884008]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
40,12,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[2.1896279528143796, -2.480391981593366, 0.5918119122978568, 2.670257405196073, 0.13668762478322108, -0.09170590357364254]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
40,13,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[2.4813926972258606, -3.119939135351283, 4.242905165102254, 0.8334656399795333, -0.9294700982822198, -0.09986910614430555]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.0]",6.306911625
40,14,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[2.9315829794641712, -4.0383764848323604, 5.942412815206358, 0.45240940508538924, -1.0239411679519708, 0.011140071450154762]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",6.306911625
40,15,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[3.5675242396680558, -5.21863630607018, 7.510959416872165, 0.2666071229190719, -1.0337688163329768, -0.0004229699094449158]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
40,16,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[4.436711420330096, -6.602399177818553, 8.857783616279601, 0.756526756246229, -0.82893337082058, 0.035801578805757815]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.03171124187154174]",6.306911625
40,17,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[5.739761281373327, -7.909416645873043, 9.640791212290843, 0.6017454814852078, -0.5872286898888126, 0.0473420905818568]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
40,18,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[7.441348075346952, -8.923473556478635, 10.194479905299266, 0.8995813262105758, -0.32673718660112616, 0.040485188258790925]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.03491, 0.0]",6.306911625
40,19,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[9.380516651029655, -9.631553621910841, 10.510077234545541, 0.4738463023557214, -0.2724951359363555, 0.008915895948514748]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.06342248374308349]",6.306911625
40,20,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[11.41374279853087, -10.033518628056715, 10.328840854576761, 0.4740233406793494, 0.012024484945704473, 0.05230313317586251]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
40,21,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[13.43794163585426, -10.087061710636725, 10.044086688641375, 0.2677199400304753, -0.02145208142265818, -0.008581396198640965]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.06342248374308349]",6.306911625
40,22,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[15.37751989963964, -9.999655725040109, 9.464325774558537, 0.4533827278194403, 0.24025214619852014, 0.04780793807467336]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
40,23,"[0, 0, 2.2979780352251655, 1.0508907490243855, 0.42891713858967373, 0]","[16.841356934070014, -9.551304956290606, 8.510391028213466, 0.45882126912679744, 0.4924291961422288, 0.05196516496809543]","[16.842452019471246, -9.588488156157718, 0, 0, 0.5235987755982988, 0]",[],6.306911625
41,0,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[0.0, 0.0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,1,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[0.7252526781437041, -0.17283245708623007, 3.9439575916028304, 0.6299805662259415, -0.19251385783416483, -0.021144935717663925]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,2,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[1.5096673522280815, -0.5128619611128121, 4.610020376457176, 0.5488422051386767, -0.34109642274078195, -0.0225424329007942]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,3,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[2.3859052476709315, -0.9984626061645192, 5.443204013197805, 0.44386495074747767, -0.46563374503997423, -0.017356786249954292]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,4,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[3.367553372382654, -1.6479401987691833, 6.3862900109298195, 0.3602057933619409, -0.5614029022003484, -0.013390850884782073]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,5,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[4.460214658390638, -2.475898583152601, 7.398536742361348, 0.296724336336172, -0.635786193805147, -0.010489583168799133]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.0]",6.306911625
41,6,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[5.699787505681135, -3.440160058797397, 8.339653585755569, 0.624967582018868, -0.5413280197549178, 0.017152453481775035]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
41,7,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[7.191454363519086, -4.320982522182327, 8.982360003235334, 0.8488791310413472, -0.34119535390808303, 0.0332908979467354]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,8,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[8.880431169752915, -5.049894966286859, 9.4923396567585, 0.26327239698125016, -0.39717903180625447, -0.008622400730463125]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
41,9,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[10.657009228099522, -5.8144869408662, 9.915121010937847, 0.5772126837004392, -0.3053011759456518, 0.015266498925690708]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
41,10,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[12.572926245379916, -6.344132675668831, 9.983798089369131, 0.9098297805693882, -0.06162979855072764, 0.03868915533143839]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,11,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[14.538798910231185, -6.588285192108969, 9.920377932150942, 0.2695638519722552, -0.11595177824749556, -0.008693681123027456]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,12,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[16.48258489476237, -6.92262369037645, 9.931463026924684, 0.26801046818925683, -0.1703787751608158, -0.008639924859717341]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
41,13,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[18.428458485182407, -7.2742862998736, 9.913339130672789, 0.5904415809040737, -0.07663346761192219, 0.014861363356655033]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
41,14,"[0, 0, 3.5856876700762204, -0.5591463746734094, -0.15469254719852188, 0]","[20.376915000004683, -7.539491522158249, 9.864730490289716, 0.2707642085180956, -0.1313414840184042, -0.00875060057085874]","[23.59227573247996, -8.153399202204364, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",6.306911625
