,path,actions,distance,cost,mean_distance,end_message,time,sqrt(trajectory MSE),distance_to_target,mean_distance_in_trajectory,k_value
20,"[[ 0.00000000e+00 -7.10542736e-15]
 [ 5.70944060e+00 -2.46182254e+00]
 [ 1.38906410e+01 -8.62338802e+00]
 [ 2.51411075e+01 -1.66753668e+01]
 [ 3.83002141e+01 -2.49694451e+01]
 [ 5.28642199e+01 -3.35449806e+01]
 [ 6.71469281e+01 -4.13113570e+01]
 [ 8.27163239e+01 -4.51972709e+01]
 [ 9.10346682e+01 -4.40512849e+01]]",[[0 0]],,0,,End,0.7625765800476074,2.359805225438884,0.38342207635543,0.6065674653033283,0.4796838793485501
21,"[[ 0.00000000e+00  1.77635684e-15]
 [ 5.36267399e+00 -1.87779497e+00]
 [ 1.33740135e+01 -6.60674830e+00]
 [ 2.43049584e+01 -1.21348203e+01]
 [ 3.70739034e+01 -1.64471885e+01]
 [ 4.91031117e+01 -1.68183957e+01]
 [ 5.24098555e+01 -1.49353751e+01]]",[[0 0]],,0,,End,0.5304830074310303,1.4564431862543672,0.30219158726597534,0.42725636290138613,0.279206713100664
22,"[[  0.           0.        ]
 [  4.95849365  -1.15333103]
 [ 12.43066331  -6.0526073 ]
 [ 23.24773067 -13.22766244]
 [ 36.40040532 -20.4094426 ]
 [ 50.28303802 -27.89945702]
 [ 64.64525287 -34.58457957]
 [ 79.65919147 -36.27185167]
 [ 84.74930669 -34.43701617]]",[[0 0]],,0,,End,0.5220291614532471,1.673850769703115,0.3109520640788145,1.4954174247885859,0.4026707172128793
23,"[[  0.           0.        ]
 [  5.67487106  -3.42730475]
 [ 13.61062985  -9.82960577]
 [ 24.72446436 -18.10214875]
 [ 37.82624537 -26.9071583 ]
 [ 51.85644444 -36.14242259]
 [ 66.19289088 -44.21090863]
 [ 81.80267323 -47.19321852]
 [ 86.50167202 -46.50669756]]",[[0 0]],,0,,End,3.5365171432495117,1.6274056350057706,0.20620406808332747,1.4678142900843418,0.5352554743601935
24,"[[ 0.00000000e+00  3.55271368e-15]
 [ 5.03049867e+00 -1.29268924e+00]
 [ 1.25131646e+01 -5.85632166e+00]
 [ 2.33786926e+01 -1.23814099e+01]
 [ 3.65969085e+01 -1.88760153e+01]
 [ 5.01466927e+01 -2.55655482e+01]
 [ 6.41480984e+01 -3.11272871e+01]
 [ 7.83998482e+01 -3.16773455e+01]
 [ 8.27292693e+01 -2.92753479e+01]]",[[0 0]],,0,,End,0.5156543254852295,1.0567093193579111,0.27343486095103264,1.3039436399330326,0.3505641142736566
25,"[[  0.           0.        ]
 [  5.78839352  -2.37006856]
 [ 14.02791699  -8.50241738]
 [ 25.29474002 -16.52141226]
 [ 38.44360517 -24.73827017]
 [ 53.0879396  -33.2158442 ]
 [ 67.38375564 -40.93080529]
 [ 82.87966741 -44.98416723]
 [ 91.87427571 -43.79379901]]",[[0 0]],,0,,End,1.1178359985351562,3.126129837013163,0.4443582765153281,1.8986189898212276,0.47183436710823806
26,"[[  0.           0.        ]
 [  4.92944486  -1.52270943]
 [ 12.27031771  -7.05813109]
 [ 21.64698869 -15.96993412]
 [ 33.56910259 -26.24182911]
 [ 48.59693835 -34.20220904]
 [ 55.95618281 -35.41863218]]",[[0 0]],,0,,End,0.9659457206726074,1.3677291436644115,0.19966539677072206,1.9773138504612346,0.6294025970015285
27,"[[  0.           0.        ]
 [  4.58101904  -1.16478469]
 [ 11.84210084  -5.85440936]
 [ 22.57146611 -12.84838327]
 [ 35.65827017 -20.07793131]
 [ 49.31212079 -27.23951381]
 [ 64.46687603 -30.99117546]
 [ 73.3343924  -29.41756806]]",[[0 0]],,0,,End,1.113032341003418,1.6980249840127546,0.6657846299243886,2.0900438449282372,0.39206411196550794
28,"[[  0.           0.        ]
 [  5.13070914  -1.30471316]
 [ 12.44952985  -6.67754459]
 [ 22.44748286 -15.10206634]
 [ 35.5564385  -23.72401944]
 [ 50.2780137  -28.24788368]
 [ 54.84089945 -27.92766008]]",[[0 0]],,0,,End,0.6966876983642578,0.9084810973824059,0.23526385343713288,1.1988854052227653,0.5049588263874868
29,"[[ 7.10542736e-15  0.00000000e+00]
 [ 5.16646084e+00 -1.49970006e+00]
 [ 1.26887815e+01 -6.72040589e+00]
 [ 2.32402505e+01 -1.42366327e+01]
 [ 3.65270403e+01 -2.16295616e+01]
 [ 5.11230461e+01 -2.53032291e+01]
 [ 5.74932252e+01 -2.42631280e+01]]",[[0 0]],,0,,End,0.6160807609558105,1.179336889265353,0.4175284535302972,0.7358354314293879,0.4147549465539003
30,"[[  0.           0.        ]
 [  7.24821063  -2.44063891]
 [ 16.29880068  -8.72663805]
 [ 27.79121621 -16.70924576]
 [ 40.72882571 -24.66116482]
 [ 55.96476171 -32.72391439]
 [ 70.61611852 -40.14941394]
 [ 85.40150341 -45.49972049]
 [ 98.39408093 -44.79771591]
 [ 99.86737609 -43.64043258]]",[[0 0]],,0,,End,0.8497793674468994,4.214116548888621,0.12332463664577502,1.2724053474895616,0.435748986768802
31,"[[ 0.00000000e+00  3.55271368e-15]
 [ 8.51600489e+00 -1.77872243e+00]
 [ 1.70301595e+01 -6.22770943e+00]
 [ 2.76512526e+01 -1.20612094e+01]
 [ 3.99213380e+01 -1.74017271e+01]
 [ 5.32176142e+01 -2.24317347e+01]
 [ 6.62110485e+01 -2.65081292e+01]
 [ 7.81890960e+01 -2.91623293e+01]
 [ 8.96025128e+01 -2.98776886e+01]
 [ 9.77038399e+01 -2.87381753e+01]
 [ 9.90835470e+01 -2.81159719e+01]]",[[0 0]],,0,,End,1.1002388000488281,3.801593903146736,0.1920268031079586,0.6832450138080485,0.2856982773095719
32,"[[  0.           0.        ]
 [  5.42000854  -1.23971741]
 [ 13.05550143  -6.01923579]
 [ 23.8939591  -12.92448807]
 [ 37.04542502 -19.70478967]
 [ 51.0357208  -26.75350495]
 [ 65.09763867 -33.27915884]
 [ 80.04212636 -35.78533411]
 [ 87.85748314 -33.48042581]]",[[0 0]],,0,,End,0.7627973556518555,1.0679878800952467,0.6212198923773394,0.9576093434048626,0.3740057732491831
33,"[[  0.           0.        ]
 [  4.85659663  -1.27910941]
 [ 12.37804104  -6.5193729 ]
 [ 23.22974802 -14.06531207]
 [ 36.31519112 -21.76243063]
 [ 50.22261967 -29.79419979]
 [ 64.72843604 -36.90968971]
 [ 79.91323371 -38.86068561]
 [ 84.50727895 -37.51891712]]",[[0 0]],,0,,End,1.834472894668579,0.939497805846585,0.26472207044658597,1.4310350372575222,0.44084007334715297
34,"[[  0.           0.        ]
 [  4.91005652  -1.72312597]
 [ 12.879414    -5.54665873]
 [ 23.34717685  -9.69846842]
 [ 34.92100542 -12.9290875 ]
 [ 46.21967697 -14.1092885 ]
 [ 54.49534396 -12.89670411]
 [ 56.10859428 -11.74640368]]",[[0 0]],,0,,End,1.2042386531829834,2.0321873577042515,0.1830316594617144,0.6720661616968128,0.206089141437199
35,"[[ 0.00000000e+00  1.77635684e-15]
 [ 4.24605282e+00 -1.62063963e+00]
 [ 1.20931680e+01 -5.11452322e+00]
 [ 2.23627257e+01 -8.69714223e+00]
 [ 3.33596220e+01 -1.13648197e+01]
 [ 4.40494055e+01 -1.29928670e+01]
 [ 5.35247084e+01 -1.36558836e+01]
 [ 6.10368971e+01 -1.33614081e+01]
 [ 6.55658113e+01 -1.27585126e+01]]",[[0 0]],,0,,End,1.3045167922973633,1.0575193879825335,0.3388014956314476,0.9901902419710843,0.18942358695248188
36,"[[ 0.00000000e+00  7.10542736e-15]
 [ 5.14652768e+00 -4.59068840e+00]
 [ 1.30639444e+01 -1.10709063e+01]
 [ 2.18882770e+01 -2.05598793e+01]
 [ 3.31466638e+01 -3.25309385e+01]
 [ 4.70750469e+01 -4.24248856e+01]
 [ 5.06449879e+01 -4.41851187e+01]]",[[0 0]],,0,,End,1.039137840270996,2.662861286556535,0.09862438380132402,4.592031278457434,0.8705006393376495
37,"[[  0.           0.        ]
 [  5.03089599  -2.00867738]
 [ 12.4907423   -7.68455028]
 [ 21.82250732 -16.52566715]
 [ 33.3099295  -26.9930578 ]
 [ 47.99551498 -36.20793149]
 [ 58.08882092 -38.56990713]]",[[0 0]],,0,,End,0.8229708671569824,1.146268928352379,0.21688391880896382,1.2513202096520764,0.6602479203122201
38,"[[  0.           0.        ]
 [  4.71634324  -1.54042065]
 [ 12.37983866  -5.97975871]
 [ 23.45782795 -11.76456219]
 [ 36.44360292 -17.53218166]
 [ 49.46767474 -22.8527787 ]
 [ 62.83764241 -25.91213334]
 [ 74.28550776 -24.63671408]
 [ 76.26812998 -22.71867946]]",[[0 0]],,0,,End,0.8004968166351318,1.1188232624485122,0.06752757739230572,1.2673978399798171,0.2969936707764506
39,"[[  0.           0.        ]
 [  5.80486946  -1.45064834]
 [ 13.84378272  -6.82336432]
 [ 24.87214924 -14.29166766]
 [ 37.93051265 -21.68060342]
 [ 52.46755998 -29.30401339]
 [ 66.74410797 -36.47862523]
 [ 81.85454918 -40.44514037]
 [ 92.22788817 -38.77730044]]",[[0 0]],,0,,End,0.7533082962036133,6.0962080091744015,0.7939905249404172,1.8442932107887609,0.41184191314837687
40,"[[  0.           0.        ]
 [  4.57939113  -1.6842503 ]
 [ 12.43552356  -6.11723228]
 [ 23.54072613 -11.5470959 ]
 [ 36.2366538  -16.74069614]
 [ 49.0908057  -20.37495315]
 [ 61.17074533 -20.35427612]
 [ 65.75562574 -18.14297039]]",[[0 0]],,0,,End,0.6474776268005371,1.509452361048215,0.4432646286794322,0.712565136396911,0.26917401458794343
41,"[[ 0.          0.        ]
 [ 3.97648237 -1.0483283 ]
 [11.07406694 -2.42469728]
 [18.10487362 -2.64444458]
 [23.88423884 -2.44514592]
 [29.21716072 -2.75715869]
 [34.81079634 -3.65500843]
 [41.19068406 -4.76619197]
 [48.27815453 -5.82824135]
 [55.42418111 -6.53727715]
 [61.53829804 -6.657025  ]
 [65.14190375 -6.42046451]]",[[0 0]],,0,,End,1.2601749897003174,2.384070483286352,0.8607431998213452,0.5837429408548407,0.08534784820602714
42,"[[ 0.00000000e+00  3.55271368e-15]
 [ 4.77814610e+00 -1.47837917e+00]
 [ 1.23686398e+01 -5.95747380e+00]
 [ 2.34027423e+01 -1.19703195e+01]
 [ 3.65061204e+01 -1.80135790e+01]
 [ 4.96706026e+01 -2.38365369e+01]
 [ 6.33790709e+01 -2.75395487e+01]
 [ 7.55188593e+01 -2.63808637e+01]
 [ 7.75168336e+01 -2.43559851e+01]]",[[0 0]],,0,,End,1.165452003479004,1.0936844412659301,0.07586546566958782,1.4243096104900588,0.313223831063598
43,"[[ 0.          0.        ]
 [ 6.62040054 -1.07943694]
 [13.30336    -1.8237217 ]
 [18.90835883 -1.16790382]
 [24.58883274 -1.46962388]
 [30.79709155 -2.631236  ]
 [37.35290238 -3.78338866]
 [43.83681769 -4.62358157]
 [49.87476196 -5.28656495]
 [55.3716596  -5.85004268]
 [60.47825567 -6.35243049]
 [65.5110204  -6.84262848]
 [70.86961749 -7.38042432]
 [76.88898041 -7.9808671 ]
 [83.46039119 -8.51614528]
 [89.54954448 -8.72365162]
 [91.26297795 -8.60458832]]",[[0 0]],,0,,End,1.6223881244659424,5.27698023042392,1.0873184196339407,0.5281034432842056,0.08236932514950836
44,"[[ 7.10542736e-15  0.00000000e+00]
 [ 5.23271310e+00 -1.63495698e+00]
 [ 1.28936264e+01 -6.86724682e+00]
 [ 2.36373751e+01 -1.40539914e+01]
 [ 3.70038875e+01 -2.08594557e+01]
 [ 5.11731616e+01 -2.36190062e+01]
 [ 5.65426085e+01 -2.22283266e+01]]",[[0 0]],,0,,End,0.5510439872741699,0.8005829771884974,0.38928937464198343,0.6829923371579443,0.38624035606629853
45,"[[  0.           0.        ]
 [  5.2389224   -1.42509066]
 [ 12.64640535  -6.88044198]
 [ 22.82888545 -15.16830858]
 [ 36.24272593 -23.26566335]
 [ 50.31427938 -26.66684569]
 [ 53.50307045 -26.11528514]]",[[0 0]],,0,,End,0.6178679466247559,0.6345809847509483,0.21018211012554205,0.9270328720973499,0.4841797454752923
46,"[[  0.           0.        ]
 [  4.63011951  -1.10936014]
 [ 11.94661599  -6.10194847]
 [ 22.6738155  -13.51847954]
 [ 35.71248206 -21.12729687]
 [ 49.3692333  -29.06940887]
 [ 64.18486415 -35.61202967]
 [ 78.30478659 -36.27427642]
 [ 80.6518767  -35.19777306]]",[[0 0]],,0,,End,0.7420516014099121,1.8969641300591897,0.19960578888523148,1.47797694511306,0.4339411394502588
47,"[[  0.           0.        ]
 [  5.86050858  -4.26525033]
 [ 13.56238474 -10.68416376]
 [ 24.24181962 -19.08964361]
 [ 36.85359988 -28.40114827]
 [ 50.02855971 -38.34094701]
 [ 65.01035692 -46.35620385]
 [ 78.54268846 -48.04164944]
 [ 79.51979323 -47.88291238]]",[[0 0]],,0,,End,0.8671424388885498,1.5063531333395954,0.1852032688478508,0.8120205234303494,0.5998218452983772
48,"[[ 0.00000000e+00  1.77635684e-15]
 [ 6.96688553e+00 -1.42501394e+00]
 [ 1.46145961e+01 -3.73290829e+00]
 [ 2.25381559e+01 -4.93590836e+00]
 [ 3.02002965e+01 -5.20627467e+00]
 [ 3.75082170e+01 -5.76680087e+00]
 [ 4.47796149e+01 -6.81416789e+00]
 [ 5.20346810e+01 -7.94948163e+00]
 [ 5.92231495e+01 -9.04507269e+00]
 [ 6.65292460e+01 -1.01388582e+01]
 [ 7.42936742e+01 -1.12496863e+01]
 [ 8.24412744e+01 -1.22002834e+01]
 [ 8.98105926e+01 -1.26132995e+01]
 [ 9.25900859e+01 -1.25567480e+01]]",[[0 0]],,0,,End,1.719984769821167,9.89911921171503,0.45630683402477484,1.1590549145817475,0.13068830227257022
49,"[[  0.           0.        ]
 [  5.17684634  -2.42792155]
 [ 12.67510136  -8.17838838]
 [ 22.31658454 -16.73404246]
 [ 33.75784542 -26.77689822]
 [ 47.46847946 -36.78323443]
 [ 62.08984355 -41.23436512]
 [ 64.05222515 -41.17507473]]",[[0 0]],,0,,End,1.2651007175445557,1.3883067923587558,0.1299975825635908,1.518554576121924,0.6408064208363119
50,"[[  0.           0.        ]
 [  5.27976091  -2.96993839]
 [ 12.92801838  -8.92868395]
 [ 22.14232006 -17.85050865]
 [ 33.3165191  -28.67592308]
 [ 47.68523276 -38.70094103]
 [ 58.112373   -41.79519546]]",[[0 0]],,0,,End,0.7637081146240234,0.7817001846429744,0.1870366819152563,0.5065971418934268,0.7159948326809737
51,"[[  0.           0.        ]
 [  5.45556147  -1.33850831]
 [ 13.08083151  -5.91026497]
 [ 23.92541046 -12.39444715]
 [ 37.07973816 -18.74721464]
 [ 50.76718901 -25.29965945]
 [ 64.52422981 -31.14611067]
 [ 79.04163467 -33.02305694]
 [ 86.55460095 -30.42708145]]",[[0 0]],,0,,End,0.5859584808349609,1.1236759771407656,0.6710395356189544,1.8257727029641304,0.3437834798610246
52,"[[-7.10542736e-15  0.00000000e+00]
 [ 5.04120693e+00 -3.25726645e+00]
 [ 1.27650948e+01 -9.41718048e+00]
 [ 2.17252422e+01 -1.87652655e+01]
 [ 3.31519130e+01 -3.02937293e+01]
 [ 4.75115263e+01 -3.96363662e+01]
 [ 5.21544330e+01 -4.12758350e+01]]",[[0 0]],,0,,End,0.42898082733154297,0.8076091307818652,0.11880824127986642,0.870435458921537,0.7891376500419653
53,"[[  0.           0.        ]
 [  5.50312905  -1.7908658 ]
 [ 13.25089928  -7.33603303]
 [ 24.02538801 -14.73002291]
 [ 37.77339915 -20.82990019]
 [ 49.53530949 -21.70844764]
 [ 50.74121733 -20.82222081]]",[[0 0]],,0,,End,0.5142085552215576,2.1327015878555766,0.155465208502305,2.2850849976680125,0.40729719725767827
54,"[[  0.           0.        ]
 [  6.281027    -4.98722522]
 [ 14.1855393  -11.70428599]
 [ 25.20483265 -20.17315852]
 [ 38.18371264 -29.36916568]
 [ 51.91111339 -39.12468508]
 [ 66.3170752  -47.47544176]
 [ 81.62956606 -50.21847022]
 [ 84.82845568 -49.82941583]]",[[0 0]],,0,,End,0.6152377128601074,2.842543525202283,0.1773770672086485,2.790277439181628,0.5853229126693171
55,"[[  0.           0.        ]
 [  7.66437795  -1.75010605]
 [ 16.00931174  -5.76331172]
 [ 26.31137743 -10.31136703]
 [ 37.45606692 -13.71292176]
 [ 48.68974803 -15.74513215]
 [ 59.29318271 -16.90362897]
 [ 68.77545976 -18.02071557]
 [ 77.19627257 -19.04850548]
 [ 84.63740392 -19.73364071]
 [ 90.80612298 -20.24426695]
 [ 94.77725567 -20.91786649]]",[[0 0]],,0,,End,2.083998441696167,14.395024783920894,0.3952752612480918,2.1518656618799983,0.2248761224463913
56,"[[  0.           0.        ]
 [  4.09038198  -1.45766422]
 [ 11.6289287   -4.08721589]
 [ 20.53007871  -5.99371388]
 [ 28.98632969  -6.74439676]
 [ 36.63693624  -7.24987571]
 [ 43.96536766  -8.18333284]
 [ 51.5818069   -9.43347005]
 [ 59.42661496 -10.59263291]
 [ 66.70707124 -11.21045954]
 [ 72.2900622  -11.24630835]
 [ 74.06906173 -11.19452792]]",[[0 0]],,0,,End,0.9778811931610107,4.343084437640122,0.4082666430279109,1.488178987071616,0.1456243812174606
57,"[[ 0.00000000e+00  3.55271368e-15]
 [ 4.68109454e+00 -1.43054586e+00]
 [ 1.22010661e+01 -5.97803144e+00]
 [ 2.32160870e+01 -1.22183207e+01]
 [ 3.63843756e+01 -1.85679698e+01]
 [ 4.96797227e+01 -2.46878907e+01]
 [ 6.38735883e+01 -2.80810912e+01]
 [ 7.46345737e+01 -2.61975529e+01]
 [ 7.52323409e+01 -2.48069531e+01]]",[[0 0]],,0,,End,1.0113492012023926,1.0656504385850385,0.03646904552028664,1.3748397814385103,0.32925313398809825
